State,State Abbreviation,District Number,Special Election,Candidate,Party,writein,Candidate Votes,Total Votes,Candidate Percent
Illinois,IL,5,False,0,0,True,3,313724,9.562545422090755e-06
Illinois,IL,5,False,Rob Sherman,green,False,14657,313724,0.046719409417194734
Illinois,IL,6,False,Peter J. Roskam,republican,False,208555,352146,0.5922401503921669
Illinois,IL,6,False,Amanda Howland,democrat,False,143591,352146,0.4077598496078331
Illinois,IL,7,False,Jeffrey A. Leef,republican,False,46882,297466,0.15760456657231414
Illinois,IL,7,False,Danny K. Davis,democrat,False,250584,297466,0.8423954334276859
Illinois,IL,8,False,Raja Krishnamoorthi,democrat,False,144954,248571,0.5831492812918643
Illinois,IL,8,False,"Peter """"Pete"""" DiCianni",republican,False,103617,248571,0.4168507187081357
Illinois,IL,9,False,Joan McCarthy Lasonde,republican,False,109550,326948,0.33506857359580117
Illinois,IL,9,False,Janice D. Schakowsky,democrat,False,217306,326948,0.6646500360913662
Illinois,IL,9,False,0,0,True,79,326948,0.00024162863819322952
Illinois,IL,9,False,0,0,True,13,326948,3.9761674639392197e-05
Illinois,IL,10,False,0,0,True,26,285996,9.091036238269066e-05
Illinois,IL,10,False,Brad Schneider,democrat,False,150435,285996,0.5260038601938488
Illinois,IL,10,False,Robert J. Dold,republican,False,135535,285996,0.47390522944376845
Illinois,IL,11,False,Tonia Khouri,republican,False,108995,275573,0.3955213319156811
Illinois,IL,11,False,Bill Foster,democrat,False,166578,275573,0.6044786680843188
Illinois,IL,12,False,"Charles """"C. J."""" Baricevic",democrat,False,124246,313002,0.3969495402585287
Illinois,IL,12,False,Mike Bost,republican,False,169976,313002,0.543050843125603
Illinois,IL,12,False,Paula Bradshaw,green,False,18780,313002,0.05999961661586827
Illinois,IL,13,False,Mark D. Wicklund,democrat,False,126811,314394,0.40335057284808234
Illinois,IL,13,False,Rodney Davis,republican,False,187583,314394,0.5966494271519177
Illinois,IL,14,False,Jim Walz,democrat,False,137589,338097,0.4069512595497742
Illinois,IL,14,False,Randy Hultgren,republican,False,200508,338097,0.5930487404502258
Illinois,IL,15,False,John Shimkus,republican,False,274554,274554,1.0
Illinois,IL,16,False,0,0,True,131,259853,0.0005041311818605134
Illinois,IL,16,False,Adam Kinzinger,republican,False,259722,259853,0.9994958688181395
Illinois,IL,17,False,Patrick Harlan,republican,False,113943,287068,0.39691989354438667
Illinois,IL,17,False,Cheri Bustos,democrat,False,173125,287068,0.6030801064556133
Illinois,IL,18,False,Darin LaHood,republican,False,250506,347283,0.721331018218571
Illinois,IL,18,False,0,0,True,7,347283,2.0156471811174173e-05
Illinois,IL,18,False,Junius Rodriguez,democrat,False,96770,347283,0.2786488253096178
Indiana,IN,1,False,Donna Dunn,libertarian,False,47051,254583,0.18481595393250924
Indiana,IN,1,False,0,0,True,17,254583,6.677586484564955e-05
Indiana,IN,1,False,Peter J. Visclosky,democrat,False,207515,254583,0.8151172702026451
Indiana,IN,2,False,Lynn C. Coleman,democrat,False,102401,277357,0.36920286850521167
Indiana,IN,2,False,Ron Cenkush,libertarian,False,10601,277357,0.03822149792505688
Indiana,IN,2,False,Jackie Walorski,republican,False,164355,277357,0.5925756335697314
Indiana,IN,3,False,Pepper Snyder,libertarian,False,19828,287247,0.06902770089852983
Indiana,IN,3,False,Tommy A. Schrader,democrat,False,66023,287247,0.22984748317649967
Indiana,IN,3,False,Jim Banks,republican,False,201396,287247,0.7011248159249704
Indiana,IN,4,False,Steven M. Mayoras,libertarian,False,14766,299434,0.049313037263637394
Indiana,IN,4,False,John Dale,democrat,False,91256,299434,0.30476165031359165
Indiana,IN,4,False,Todd Rokita,republican,False,193412,299434,0.645925312422771
Indiana,IN,5,False,Matthew Wittlief,libertarian,False,15329,361135,0.042446730447062736
Indiana,IN,5,False,Angela Demaree,democrat,False,123849,361135,0.34294377448876456
Indiana,IN,5,False,Susan W. Brooks,republican,False,221957,361135,0.6146094950641727
Indiana,IN,6,False,Barry Welsh,democrat,False,79135,296385,0.2670006916679319
Indiana,IN,6,False,Luke Messer,republican,False,204920,296385,0.691398012719942
Indiana,IN,6,False,Rich Turvey,libertarian,False,12330,296385,0.04160129561212612
Indiana,IN,7,False,"Catherine """"CAT"""" Ping",republican,False,94456,264670,0.35688215513658517
Indiana,IN,7,False,Andr_ Carson,democrat,False,158739,264670,0.5997619677334038
Indiana,IN,7,False,Drew Thompson,libertarian,False,11475,264670,0.043355877130010954
Indiana,IN,8,False,Larry Bucshon,republican,False,187702,294713,0.6368975918944871
Indiana,IN,8,False,Andrew Horning,libertarian,False,13655,294713,0.04633321231163878
Indiana,IN,8,False,Ron Drake,democrat,False,93356,294713,0.316769195793874
Indiana,IN,9,False,Shelli Yoder,democrat,False,130627,322843,0.40461462692392275
Indiana,IN,9,False,Trey Hollingsworth,republican,False,174791,322843,0.5414117698076155
Indiana,IN,9,False,Russell Brooksbank,libertarian,False,17425,322843,0.05397360326846176
Iowa,IA,1,False,Monica Vernon,democrat,False,177403,384977,0.46081454216745416
Iowa,IA,1,False,0,0,True,671,384977,0.0017429612678159993
Iowa,IA,1,False,Rod Blum,republican,False,206903,384977,0.5374424965647299
Iowa,IA,2,False,Christopher Peters,republican,False,170933,370032,0.4619411294158343
Iowa,IA,2,False,David Loebsack,democrat,False,198571,370032,0.5366319669650192
Iowa,IA,2,False,0,0,True,528,370032,0.0014269036191464522
Iowa,IA,3,False,Claudia Addy,nominated by petition,False,6348,390287,0.01626495373917143
Iowa,IA,3,False,Bryan Jack Holder,libertarian,False,15372,390287,0.0393864002644208
Iowa,IA,3,False,David Young,republican,False,208598,390287,0.5344733490995088
Iowa,IA,3,False,0,0,True,449,390287,0.0011504354487851247
Iowa,IA,3,False,Jim Mowrer,democrat,False,155002,390287,0.3971487648832782
Iowa,IA,3,False,Joe Grandanette,nominated by petition,False,4518,390287,0.01157609656483562
Iowa,IA,4,False,0,0,True,547,370259,0.0014773442374121897
Iowa,IA,4,False,Steve King,republican,False,226719,370259,0.6123254262556751
Iowa,IA,4,False,Kim Weaver,democrat,False,142993,370259,0.3861972295069127
Kansas,KS,1,False,Alan LaPolice,independent,False,67739,257971,0.2625837787968415
Kansas,KS,1,False,Kerry Burt,libertarian,False,19366,257971,0.07507045365564347
Kansas,KS,1,False,0,0,True,874,257971,0.0033879777184257147
Kansas,KS,1,False,Roger Marshall,republican,False,169992,257971,0.6589577898290894
Kansas,KS,2,False,Britani Potter,democrat,False,96840,297401,0.32562096294229004
Kansas,KS,2,False,James Houston Bales,libertarian,False,19333,297401,0.06500650636682459
Kansas,KS,2,False,Lynn Jenkins,republican,False,181228,297401,0.6093725306908854
Kansas,KS,3,False,Kevin Yoder,republican,False,176022,343113,0.5130146628078797
Kansas,KS,3,False,Steven A. Hohe,libertarian,False,27791,343113,0.08099663959103852
Kansas,KS,3,False,Jay Sidie,democrat,False,139300,343113,0.40598869760108186
Kansas,KS,4,False,Gorden J . Bakken,libertarian,False,7737,275251,0.02810888970430625
Kansas,KS,4,False,Miranda Allen,independent,False,19021,275251,0.06910419943978405
Kansas,KS,4,False,Mike Pompeo,republican,False,166998,275251,0.6067116922372671
Kansas,KS,4,False,Daniel B. Giroux,democrat,False,81495,275251,0.2960752186186426
Kentucky,KY,1,False,Samuel L. Gaskins,democrat,False,81710,299001,0.2732766780044214
Kentucky,KY,1,False,0,0,True,332,299001,0.0011103641793840154
Kentucky,KY,1,False,James R. Comer,republican,False,216959,299001,0.7256129578161946
Kentucky,KY,2,False,Brett Guthrie,republican,False,251825,251825,1.0
Kentucky,KY,3,False,John A. Yarmuth,democrat,False,212401,334494,0.6349919580022362
Kentucky,KY,3,False,Harold Bratcher,republican,False,122093,334494,0.36500804199776377
Kentucky,KY,4,False,Calvin Sidle,democrat,False,94065,327987,0.28679490345653946
Kentucky,KY,4,False,Thomas Massie,republican,False,233922,327987,0.7132050965434605
Kentucky,KY,5,False,Harold Rogers,republican,False,221242,221242,1.0
Kentucky,KY,6,False,Nancy Jo Kemper,democrat,False,128728,330827,0.3891097159542601
Kentucky,KY,6,False,Andy Barr,republican,False,202099,330827,0.61089028404574
Louisiana,LA,1,False,Howard Kearney,libertarian,False,9405,326788,0.028780126565234952
Louisiana,LA,1,False,Eliot Barron,green,False,6717,326788,0.02055461032840863
Louisiana,LA,1,False,Lee Ann Dugas,democrat,False,41840,326788,0.1280340771386954
Louisiana,LA,1,False,Steve Scalise,republican,False,243645,326788,0.745575112917243
Louisiana,LA,1,False,"Joseph """"Joe"""" Swider",democrat,False,9237,326788,0.028266031800433307
Louisiana,LA,1,False,Chuemai Yang,none,False,3236,326788,0.009902444398203116
Louisiana,LA,1,False,Danil Ezekiel Faust,democrat,False,12708,326788,0.038887596851781586
Louisiana,LA,2,False,Cedric L. Richmond,democrat,False,198289,284269,0.6975400061209629
Louisiana,LA,2,False,Kenneth Cutno,democrat,False,28855,284269,0.10150596793881851
Louisiana,LA,2,False,"Melvin L. """"Kip"""" Holden",democrat,False,57125,284269,0.2009540259402186
Louisiana,LA,3,False,"""""Gus"""" Rantz",republican,False,25662,282443,0.09085727031648863
Louisiana,LA,3,False,Guy McLendon,libertarian,False,2937,282443,0.010398558293177738
Louisiana,LA,3,False,Herman L. Vidrine,republican,False,1357,282443,0.004804509228410688
Louisiana,LA,3,False,Bryan Barrilleaux,republican,False,6223,282443,0.022032764132940096
Louisiana,LA,3,False,Grover Joseph Rees,republican,False,2457,282443,0.008699100349451039
Louisiana,LA,3,False,"Kenny P. Scelfo, Sr.",none,False,2670,282443,0.009453234811979763
Louisiana,LA,3,False,Larry Rader,democrat,False,27830,282443,0.09853315536232089
Louisiana,LA,3,False,Scott A. Angelle,republican,False,60762,282443,0.2151301324515035
Louisiana,LA,3,False,Clay Higgins,republican,False,77671,282443,0.2749970790566592
Louisiana,LA,3,False,"Jacob """"Dorian Phibian"""" Hebert",democrat,False,28385,282443,0.10049815360975489
Louisiana,LA,3,False,Brett Geymann,republican,False,21607,282443,0.07650039122938079
Louisiana,LA,3,False,"""""Greg"""" Ellison",republican,False,24882,282443,0.08809565115793275
Louisiana,LA,4,False,Mark David Halverson,none,False,3149,268761,0.011716729733852753
Louisiana,LA,4,False,"Ralph """"Trey"""" Baucum",republican,False,50412,268761,0.18757185752397112
Louisiana,LA,4,False,"""""Rick"""" John",republican,False,13220,268761,0.049188684370128105
Louisiana,LA,4,False,Marshall Jones,democrat,False,46579,268761,0.17331011567898616
Louisiana,LA,4,False,Oliver Jenkins,republican,False,44521,268761,0.16565275467794807
Louisiana,LA,4,False,Kenneth J. Krefft,none,False,2493,268761,0.009275899405047607
Louisiana,LA,4,False,Elbert Guillory,republican,False,21017,268761,0.07819958997027099
Louisiana,LA,4,False,"""""Mike"""" Johnson",republican,False,87370,268761,0.32508436863979523
Louisiana,LA,5,False,Ralph Lee Abraham,republican,False,208545,255662,0.8157058929367681
Louisiana,LA,5,False,Billy Burkette,republican,False,47117,255662,0.18429410706323193
Louisiana,LA,6,False,Devin Lance Graham,other,False,3218,331098,0.00971917679961824
Louisiana,LA,6,False,Robert Lamar ___£___Bob___£__ Bell,republican,False,33592,331098,0.10145636639303167
Louisiana,LA,6,False,Jermaine Sampson,democrat,False,29822,331098,0.090070009483597
Louisiana,LA,6,False,Richard M. Fontanesi,libertarian,False,7603,331098,0.022962989809663603
Louisiana,LA,6,False,Richard Lieberman,democrat,False,49380,331098,0.14914013373683924
Louisiana,LA,6,False,Garret Graves,republican,False,207483,331098,0.6266513237772502
Maine,ME,1,False,Mark I. Holbrook,republican,False,164569,406942,0.40440406741009777
Maine,ME,1,False,Blank Vote,0,False,14551,406942,0.03575693833519273
Maine,ME,1,False,Chellie Pingree,democrat,False,227546,406942,0.5591607649247313
Maine,ME,1,False,0,0,True,276,406942,0.0006782293299782278
Maine,ME,2,False,Blank Vote,0,False,12703,364886,0.034813613018860684
Maine,ME,2,False,Emily Ann Cain,democrat,False,159081,364886,0.435974523549821
Maine,ME,2,False,Bruce Poliquin,republican,False,192878,364886,0.5285979730655602
Maine,ME,2,False,0,0,True,224,364886,0.0006138903657580723
Maryland,MD,1,False,Matt Beers,libertarian,False,15370,362097,0.042447189565227
Maryland,MD,1,False,Joe Werner,democrat,False,103622,362097,0.286171937353803
Maryland,MD,1,False,0,0,True,531,362097,0.0014664578828325007
Maryland,MD,1,False,Andy Harris,republican,False,242574,362097,0.6699144151981375
Maryland,MD,2,False,0,0,True,592,309480,0.0019128861315755462
Maryland,MD,2,False,C. A. Dutch Ruppersberger,democrat,False,192183,309480,0.6209868165955796
Maryland,MD,2,False,Kristin S. Kasprzak,libertarian,False,14128,309480,0.04565076903192452
Maryland,MD,2,False,Pat McDonough,republican,False,102577,309480,0.3314495282409203
Maryland,MD,3,False,0,0,True,63,339675,0.00018547140649149922
Maryland,MD,3,False,Nnabu Eze,green,False,9461,339675,0.027853094870096417
Maryland,MD,3,False,Mark Plaster,republican,False,115048,339675,0.33870022815926987
Maryland,MD,3,False,John P. Sarbanes,democrat,False,214640,339675,0.6318981379259586
Maryland,MD,3,False,0,0,True,463,339675,0.0013630676381835578
Maryland,MD,4,False,0,0,True,513,320650,0.0015998752533915484
Maryland,MD,4,False,Benjamin Lee Krause,libertarian,False,5744,320650,0.01791361297364728
Maryland,MD,4,False,George E. McDermott,republican,False,68670,320650,0.21415874005925464
Maryland,MD,4,False,Kamesha T. Clark,green,False,8204,320650,0.025585529393419616
Maryland,MD,4,False,Anthony G. Brown,democrat,False,237501,320650,0.7406861063464837
Maryland,MD,4,False,0,0,True,18,320650,5.6135973803212225e-05
Maryland,MD,5,False,Steny H. Hoyer,democrat,False,242989,360634,0.6737828380019633
Maryland,MD,5,False,Mark Arness,republican,False,105931,360634,0.2937354769655662
Maryland,MD,5,False,Jason Summers,libertarian,False,11078,360634,0.030718124192394506
Maryland,MD,5,False,0,0,True,636,360634,0.0017635608400760883
Maryland,MD,6,False,Amie Hoeber,republican,False,133081,331973,0.4008789871465451
Maryland,MD,6,False,George Gluck,green,False,5824,331973,0.01754359541287996
Maryland,MD,6,False,0,0,True,306,331973,0.0009217617095366189
Maryland,MD,6,False,David L. Howser,libertarian,False,6889,331973,0.020751687637247607
Maryland,MD,6,False,0,0,True,103,331973,0.0003102661963472933
Maryland,MD,6,False,John K. Delaney,democrat,False,185770,331973,0.5595937018974435
Maryland,MD,7,False,Elijah E. Cummings,democrat,False,238838,318912,0.7489150612081076
Maryland,MD,7,False,Myles B. Hoenig,green,False,9715,318912,0.03046294902669075
Maryland,MD,7,False,0,0,True,202,318912,0.000633403572145294
Maryland,MD,7,False,0,0,True,17,318912,5.3306241220148505e-05
Maryland,MD,7,False,Corrogan R. Vaughn,republican,False,69556,318912,0.21810405378286174
Maryland,MD,7,False,0,0,True,584,318912,0.0018312261689745135
Maryland,MD,8,False,Dan Cox,republican,False,124651,364324,0.34214325710082233
Maryland,MD,8,False,Jasen Wunder,libertarian,False,7283,364324,0.01999044806271341
Maryland,MD,8,False,Nancy Wallace,green,False,11201,364324,0.030744611938823684
Maryland,MD,8,False,0,0,True,5,364324,1.3724047825561863e-05
Maryland,MD,8,False,Jamie Raskin,democrat,False,220657,364324,0.6056614442090008
Maryland,MD,8,False,0,0,True,527,364324,0.0014465146408142204
Massachusetts,MA,1,False,Other,0,False,721,349676,0.0020619087383749526
Massachusetts,MA,1,False,Richard E. Neal,democrat,False,235803,349676,0.674347109896018
Massachusetts,MA,1,False,Blank Vote,0,False,28137,349676,0.08046591702032739
Massachusetts,MA,1,False,Thomas T. Simmons,libertarian,False,27511,349676,0.07867568835150253
Massachusetts,MA,1,False,Frederick O. Mayock,independent,False,57504,349676,0.1644493759937771
Massachusetts,MA,2,False,James P. McGovern,democrat,False,275487,363197,0.7585057145295804
Massachusetts,MA,2,False,Other,0,False,4924,363197,0.013557380705237102
Massachusetts,MA,2,False,Blank Vote,0,False,82786,363197,0.22793690476518252
Massachusetts,MA,3,False,Other,0,False,360,360124,0.0009996556741566794
Massachusetts,MA,3,False,Ann Wofford,republican,False,107519,360124,0.2985610511934778
Massachusetts,MA,3,False,Blank Vote,0,False,15532,360124,0.04312958869722651
Massachusetts,MA,3,False,Niki Tsongas,democrat,False,236713,360124,0.657309704435139
Massachusetts,MA,4,False,David A. Rosa,republican,False,113055,395304,0.2859950822658005
Massachusetts,MA,4,False,Joseph P. Kennedy III,democrat,False,265823,395304,0.6724520875073361
Massachusetts,MA,4,False,Other,0,False,335,395304,0.0008474490518689413
Massachusetts,MA,4,False,Blank Vote,0,False,16091,395304,0.040705381174994434
Massachusetts,MA,5,False,Katherine M. Clark,democrat,False,285606,385455,0.7409580884928202
Massachusetts,MA,5,False,Blank Vote,0,False,95648,385455,0.24814310360483066
Massachusetts,MA,5,False,Other,0,False,4201,385455,0.010898807902349171
Massachusetts,MA,6,False,Seth Moulton,democrat,False,308923,415749,0.7430516970575997
Massachusetts,MA,6,False,Other,0,False,5132,415749,0.012343986395637753
Massachusetts,MA,6,False,Blank Vote,0,False,101694,415749,0.2446043165467626
Massachusetts,MA,7,False,Blank Vote,0,False,52734,309645,0.17030470377367632
Massachusetts,MA,7,False,Other,0,False,3557,309645,0.011487348415120542
Massachusetts,MA,7,False,Michael E. Capuano,democrat,False,253354,309645,0.8182079478112032
Massachusetts,MA,8,False,William Burke,republican,False,102744,396009,0.2594486488943433
Massachusetts,MA,8,False,Blank Vote,0,False,21744,396009,0.0549078430035681
Massachusetts,MA,8,False,Stephen F. Lynch,democrat,False,271019,396009,0.6843758601445926
Massachusetts,MA,8,False,Other,0,False,502,396009,0.0012676479574959155
Massachusetts,MA,9,False,Mark C. Alliegro,republican,False,127803,403642,0.31662463271909264
Massachusetts,MA,9,False,Blank Vote,0,False,23747,403642,0.05883183613201798
Massachusetts,MA,9,False,Other,0,False,411,403642,0.0010182290247298348
Massachusetts,MA,9,False,Anna Grace Raduc,unenrolled,False,5320,403642,0.013179996135189104
Massachusetts,MA,9,False,William R. Keating,democrat,False,211790,403642,0.5246976280961843
Massachusetts,MA,9,False,Paul J. Harrington,independent,False,26233,403642,0.06499075913804807
Massachusetts,MA,9,False,Christopher D. Cataldo,unenrolled,False,8338,403642,0.02065691875473811
Michigan,MI,1,False,Diane Bostow,libertarian,False,13386,360271,0.03715536360128903
Michigan,MI,1,False,Lon Johnson,democrat,False,144334,360271,0.40062619528077476
Michigan,MI,1,False,Jack Bergman,republican,False,197777,360271,0.5489673051674989
Michigan,MI,1,False,Ellis Boal,green,False,4774,360271,0.01325113595043731
Michigan,MI,2,False,Dennis B. Murphy,democrat,False,110391,339328,0.32532240192380235
Michigan,MI,2,False,Matthew A. Brady,green,False,5353,339328,0.01577529705771407
Michigan,MI,2,False,0,0,True,18,339328,5.3046020369671824e-05
Michigan,MI,2,False,Erwin J. Haas,libertarian,False,8154,339328,0.024029847227461335
Michigan,MI,2,False,Bill Huizenga,republican,False,212508,339328,0.6262613164843456
Michigan,MI,2,False,Ronald E. Graese,u.s. taxpayers,False,2904,339328,0.008558091286307055
Michigan,MI,3,False,Justin Amash,republican,False,203545,342365,0.5945263096402962
Michigan,MI,3,False,Ted Gerrard,u.s. taxpayers,False,10420,342365,0.03043535408117068
Michigan,MI,3,False,Douglas Smith,democrat,False,128400,342365,0.37503833627853317
Michigan,MI,4,False,John R. Moolenaar,republican,False,194572,315751,0.6162197427719944
Michigan,MI,4,False,Jordan Salvi,green,False,3953,315751,0.012519358608523806
Michigan,MI,4,False,George M. Zimmer,u.s. taxpayers,False,5595,315751,0.01771965884510263
Michigan,MI,4,False,Debra Wirth,democrat,False,101277,315751,0.32074957799025183
Michigan,MI,4,False,Keith Butkovich,natural law,False,1838,315751,0.005821042530348281
Michigan,MI,4,False,Leonard Schwartz,libertarian,False,8516,315751,0.026970619253779086
Michigan,MI,5,False,Harley Mikkelson,green,False,4904,319291,0.015359029850512542
Michigan,MI,5,False,Al Hardwick,republican,False,112102,319291,0.35109664851185907
Michigan,MI,5,False,Daniel T. Kildee,democrat,False,195279,319291,0.6116019555828383
Michigan,MI,5,False,Steve Sluka,libertarian,False,7006,319291,0.021942366054790146
Michigan,MI,6,False,Paul Clements,democrat,False,119980,329565,0.364055649113225
Michigan,MI,6,False,Fred Upton,republican,False,193259,329565,0.5864063234870208
Michigan,MI,6,False,Lorence Wenke,libertarian,False,16248,329565,0.04930135178189431
Michigan,MI,6,False,0,0,True,78,329565,0.00023667561785990624
Michigan,MI,7,False,Tim Walberg,republican,False,184321,334807,0.5505291108011481
Michigan,MI,7,False,Gretchen D. Driskell,democrat,False,134010,334807,0.4002604485569298
Michigan,MI,7,False,Ken Proctor,libertarian,False,16476,334807,0.049210440641922065
Michigan,MI,8,False,Mike Bishop,republican,False,205629,366968,0.5603458612195069
Michigan,MI,8,False,Jeff Wood,libertarian,False,9619,366968,0.026212094787556407
Michigan,MI,8,False,Maria Green,green,False,5679,366968,0.015475463800658368
Michigan,MI,8,False,Suzanna Shkreli,democrat,False,143791,366968,0.39183525539011577
Michigan,MI,8,False,Jeremy Burgess,natural law,False,2250,366968,0.006131324802162586
Michigan,MI,9,False,John V. McDermott,green,False,6614,344775,0.019183525487636865
Michigan,MI,9,False,Matthew Orlando,libertarian,False,9563,344775,0.027736929881806975
Michigan,MI,9,False,Sander M. Levin,democrat,False,199661,344775,0.5791052135450656
Michigan,MI,9,False,Christopher R. Morse,republican,False,128937,344775,0.37397433108549055
Michigan,MI,10,False,"Frank Accavitti, Jr.",democrat,False,110112,340983,0.32292518981884727
Michigan,MI,10,False,Benjamin Nofs,green,False,5127,340983,0.01503594020816287
Michigan,MI,10,False,Paul Mitchell,republican,False,215132,340983,0.6309170838428896
Michigan,MI,10,False,Lisa Lane Gioia,libertarian,False,10612,340983,0.03112178613010033
Michigan,MI,11,False,Anil Kumar,democrat,False,152461,379488,0.4017544691795261
Michigan,MI,11,False,Jonathan Ray Osment,libertarian,False,9545,379488,0.02515231048149085
Michigan,MI,11,False,David A. Trott,republican,False,200872,379488,0.5293237203811452
Michigan,MI,11,False,Kerry Bent ivolio,none,False,16610,379488,0.04376949995783793
Michigan,MI,12,False,Dylan Calewarts,green,False,4377,328542,0.013322497580218055
Michigan,MI,12,False,0,0,True,11,328542,3.3481259625862144e-05
Michigan,MI,12,False,Debbie Dingell,democrat,False,211378,328542,0.6433819724723171
Michigan,MI,12,False,Jeff Jones,republican,False,96104,328542,0.2925166340985323
Michigan,MI,12,False,Tom Bagwell,libertarian,False,7489,328542,0.022794650303461964
Michigan,MI,12,False,Gary Walkowicz,working class,False,9183,328542,0.027950764285844733
Michigan,MI,13,False,Tiffany Hayden,libertarian,False,9648,257797,0.037424795478613014
Michigan,MI,13,False,Jeff Gorman,republican,False,40541,257797,0.1572593940193253
Michigan,MI,13,False,"John Conyers, Jr.",democrat,False,198771,257797,0.7710369011276315
Michigan,MI,13,False,0,0,True,2,257797,7.758042180475336e-06
Michigan,MI,13,False,Sam Johnson,working class,False,8835,257797,0.0342711513322498
Michigan,MI,14,False,Howard Klausner,republican,False,58103,310974,0.1868419867898924
Michigan,MI,14,False,Brenda L. Lawrence,democrat,False,244135,310974,0.7850656324966074
Michigan,MI,14,False,Gregory Creswell,libertarian,False,4893,310974,0.015734434390013312
Michigan,MI,14,False,Marcia Squier,green,False,3843,310974,0.012357946323486852
Minnesota,MN,1,False,Jim Hagedorn,republican,False,166524,335873,0.495794541389156
Minnesota,MN,1,False,Timothy J. Walz,democrat,False,169071,335873,0.5033777648099133
Minnesota,MN,1,False,0,0,True,278,335873,0.0008276938009307089
Minnesota,MN,2,False,0,0,True,360,370515,0.0009716205821626655
Minnesota,MN,2,False,Jason Lewis,republican,False,173970,370515,0.4695356463301081
Minnesota,MN,2,False,Paula Overby,independence,False,28870,370515,0.07791857279732264
Minnesota,MN,2,False,Angie Craig,democratic-farmer-labor,False,167315,370515,0.4515741602904066
Minnesota,MN,3,False,Erik Paulsen,republican,False,223075,393457,0.5669615739458187
Minnesota,MN,3,False,0,0,True,1144,393457,0.002907560419563002
Minnesota,MN,3,False,Terri E. Bonoff,democratic-farmer-labor,False,169238,393457,0.4301308656346183
Minnesota,MN,4,False,Greg Ryan,republican,False,121033,351945,0.34389748398187214
Minnesota,MN,4,False,0,0,True,461,351945,0.001309863757121141
Minnesota,MN,4,False,Betty McCollum,democrat,False,203299,351945,0.5776442341843185
Minnesota,MN,4,False,Susan Pendergast Sindt,legal marijuana now,False,27152,351945,0.07714841807668812
Minnesota,MN,5,False,Dennis Schuller,legal marijuana now,False,30759,361875,0.08499896373056995
Minnesota,MN,5,False,Frank Nelson Drake,republican,False,80660,361875,0.22289464594127806
Minnesota,MN,5,False,Keith Ellison,democrat,False,249957,361875,0.6907274611398964
Minnesota,MN,5,False,0,0,True,499,361875,0.0013789291882556132
Minnesota,MN,6,False,0,0,True,535,358930,0.0014905413311787814
Minnesota,MN,6,False,David Snyder,democratic-farmer-labor,False,123010,358930,0.34271306382860167
Minnesota,MN,6,False,Tom Emmer,republican,False,235385,358930,0.6557963948402196
Minnesota,MN,7,False,0,0,True,307,330823,0.0009279886827699404
Minnesota,MN,7,False,Dave Hughes,republican,False,156944,330823,0.4744047421128519
Minnesota,MN,7,False,Collin C. Peterson,democrat,False,173572,330823,0.5246672692043781
Minnesota,MN,8,False,0,0,True,786,356971,0.0022018595348081496
Minnesota,MN,8,False,Richard M. Nolan,democrat,False,179097,356971,0.5017130243072967
Minnesota,MN,8,False,Stewart Mills,republican,False,177088,356971,0.4960851161578952
Mississippi,MS,1,False,Chase Wilson,libertarian,False,6181,300423,0.020574323537145958
Mississippi,MS,1,False,Cathy L. Toole,reform,False,3840,300423,0.012781977411849292
Mississippi,MS,1,False,Jacob Owens,democrat,False,83947,300423,0.27942933796680014
Mississippi,MS,1,False,Trent Kelly,republican,False,206455,300423,0.6872143610842046
Mississippi,MS,2,False,John Bouie II,republican,False,83542,286626,0.29146692902946697
Mississippi,MS,2,False,Troy Ray,independent,False,6918,286626,0.02413598208117896
Mississippi,MS,2,False,Johnny McLeod,reform,False,3823,286626,0.01333793863780676
Mississippi,MS,2,False,Bennie G. Thompson,democrat,False,192343,286626,0.6710591502515473
Mississippi,MS,3,False,Gregg Harper,republican,False,209490,316445,0.6620107759642276
Mississippi,MS,3,False,Roger I. Gerrard,veterans party of america,False,8696,316445,0.027480288833762582
Mississippi,MS,3,False,Lajena Sheets,reform,False,2158,316445,0.006819510499454882
Mississippi,MS,3,False,Dennis Quinn,democrat,False,96101,316445,0.30368942470255494
Mississippi,MS,4,False,Mark Gladney,democrat,False,77505,278779,0.2780159194200424
Mississippi,MS,4,False,Shawn O'Hara,reform,False,5264,278779,0.018882340491930886
Mississippi,MS,4,False,Richard Blake McCluskey,libertarian,False,14687,278779,0.05268330828362251
Mississippi,MS,4,False,Steven M. Palazzo,republican,False,181323,278779,0.6504184318044042
Missouri,MO,1,False,Steven G. Bailey,republican,False,62714,314024,0.199710850126105
Missouri,MO,1,False,Robb E. Cunningham,libertarian,False,14317,314024,0.045592056658089825
Missouri,MO,1,False,Wm. Lacy Clay,democrat,False,236993,314024,0.7546970932158051
Missouri,MO,2,False,Ann Wagner,republican,False,241954,413296,0.5854254577832837
Missouri,MO,2,False,Jim Higgins,libertarian,False,11758,413296,0.02844934381169912
Missouri,MO,2,False,David Justus Arnold,green,False,3895,413296,0.009424238318299718
Missouri,MO,2,False,Bill Otto,democrat,False,155689,413296,0.3767009600867175
Missouri,MO,3,False,Dan Hogan,libertarian,False,11962,368333,0.032476047489635736
Missouri,MO,3,False,0,0,True,10,368333,2.714934583651207e-05
Missouri,MO,3,False,Kevin Miller,democrat,False,102891,368333,0.2793423342464563
Missouri,MO,3,False,Blaine Luetkemeyer,republican,False,249865,368333,0.6783671297440088
