year,state,state_abbreviation,county,office,candidate,party,candidate_votes,total_votes,candidate_percent
2016,Utah,UT,San Juan,President,Other,other,760.0,5447,0.13952634477694142
2016,Utah,UT,Sanpete,President,Hillary Clinton,democrat,1061.0,10164,0.10438803620621802
2016,Utah,UT,Sanpete,President,Donald Trump,republican,6673.0,10164,0.6565328610783157
2016,Utah,UT,Sanpete,President,Other,other,2430.0,10164,0.23907910271546634
2016,Utah,UT,Sevier,President,Hillary Clinton,democrat,695.0,8654,0.08030968338340652
2016,Utah,UT,Sevier,President,Donald Trump,republican,6740.0,8654,0.7788305985671365
2016,Utah,UT,Sevier,President,Other,other,1219.0,8654,0.1408597180494569
2016,Utah,UT,Summit,President,Hillary Clinton,democrat,10503.0,20641,0.5088416258902185
2016,Utah,UT,Summit,President,Donald Trump,republican,7333.0,20641,0.355263795358752
2016,Utah,UT,Summit,President,Other,other,2805.0,20641,0.1358945787510295
2016,Utah,UT,Tooele,President,Hillary Clinton,democrat,4573.0,21829,0.2094919602363828
2016,Utah,UT,Tooele,President,Donald Trump,republican,11169.0,21829,0.511658802510422
2016,Utah,UT,Tooele,President,Other,other,6087.0,21829,0.27884923725319527
2016,Utah,UT,Uintah,President,Hillary Clinton,democrat,995.0,12797,0.07775259826521841
2016,Utah,UT,Uintah,President,Donald Trump,republican,9810.0,12797,0.766585918574666
2016,Utah,UT,Uintah,President,Other,other,1992.0,12797,0.15566148316011566
2016,Utah,UT,Utah,President,Hillary Clinton,democrat,28522.0,201551,0.1415125700194988
2016,Utah,UT,Utah,President,Donald Trump,republican,102182.0,201551,0.5069783826426066
2016,Utah,UT,Utah,President,Other,other,70847.0,201551,0.3515090473378946
2016,Utah,UT,Wasatch,President,Hillary Clinton,democrat,3063.0,12120,0.2527227722772277
2016,Utah,UT,Wasatch,President,Donald Trump,republican,6115.0,12120,0.5045379537953796
2016,Utah,UT,Wasatch,President,Other,other,2942.0,12120,0.24273927392739275
2016,Utah,UT,Washington,President,Hillary Clinton,democrat,10288.0,61963,0.166034569016994
2016,Utah,UT,Washington,President,Donald Trump,republican,42650.0,61963,0.6883139938350306
2016,Utah,UT,Washington,President,Other,other,9025.0,61963,0.1456514371479754
2016,Utah,UT,Wayne,President,Hillary Clinton,democrat,271.0,1421,0.19071076706544687
2016,Utah,UT,Wayne,President,Donald Trump,republican,966.0,1421,0.6798029556650246
2016,Utah,UT,Wayne,President,Other,other,184.0,1421,0.1294862772695285
2016,Utah,UT,Weber,President,Hillary Clinton,democrat,23131.0,85039,0.27200460964969014
2016,Utah,UT,Weber,President,Donald Trump,republican,40235.0,85039,0.47313585531344443
2016,Utah,UT,Weber,President,Other,other,21673.0,85039,0.2548595350368654
2016,Vermont,VT,Addison,President,Hillary Clinton,democrat,11219.0,19031,0.5895118490883295
2016,Vermont,VT,Addison,President,Donald Trump,republican,5297.0,19031,0.27833534759077294
2016,Vermont,VT,Addison,President,Other,other,2515.0,19031,0.1321528033208975
2016,Vermont,VT,Bennington,President,Hillary Clinton,democrat,9539.0,17381,0.5488176744721247
2016,Vermont,VT,Bennington,President,Donald Trump,republican,5925.0,17381,0.34088947701513145
2016,Vermont,VT,Bennington,President,Other,other,1917.0,17381,0.1102928485127438
2016,Vermont,VT,Caledonia,President,Hillary Clinton,democrat,6445.0,14075,0.45790408525754883
2016,Vermont,VT,Caledonia,President,Donald Trump,republican,5534.0,14075,0.39317939609236235
2016,Vermont,VT,Caledonia,President,Other,other,2096.0,14075,0.1489165186500888
2016,Vermont,VT,Chittenden,President,Hillary Clinton,democrat,54814.0,83418,0.6571003860078161
2016,Vermont,VT,Chittenden,President,Donald Trump,republican,18601.0,83418,0.22298544678606536
2016,Vermont,VT,Chittenden,President,Other,other,10003.0,83418,0.11991416720611858
2016,Vermont,VT,Essex,President,Hillary Clinton,democrat,1019.0,2925,0.3483760683760684
2016,Vermont,VT,Essex,President,Donald Trump,republican,1506.0,2925,0.5148717948717949
2016,Vermont,VT,Essex,President,Other,other,400.0,2925,0.13675213675213677
2016,Vermont,VT,Franklin,President,Hillary Clinton,democrat,9351.0,21411,0.43673812526271544
2016,Vermont,VT,Franklin,President,Donald Trump,republican,8752.0,21411,0.4087618513848022
2016,Vermont,VT,Franklin,President,Other,other,3308.0,21411,0.15450002335248236
2016,Vermont,VT,Grand Isle,President,Hillary Clinton,democrat,2094.0,4110,0.5094890510948905
2016,Vermont,VT,Grand Isle,President,Donald Trump,republican,1487.0,4110,0.36180048661800485
2016,Vermont,VT,Grand Isle,President,Other,other,529.0,4110,0.12871046228710462
2016,Vermont,VT,Lamoille,President,Hillary Clinton,democrat,7241.0,12762,0.5673875568092775
2016,Vermont,VT,Lamoille,President,Donald Trump,republican,3570.0,12762,0.27973671838269865
2016,Vermont,VT,Lamoille,President,Other,other,1951.0,12762,0.15287572480802383
2016,Vermont,VT,Orange,President,Hillary Clinton,democrat,7541.0,14649,0.5147791658133661
2016,Vermont,VT,Orange,President,Donald Trump,republican,5007.0,14649,0.3417980749539218
2016,Vermont,VT,Orange,President,Other,other,2101.0,14649,0.14342275923271214
2016,Vermont,VT,Orleans,President,Hillary Clinton,democrat,5185.0,12047,0.430397609363327
2016,Vermont,VT,Orleans,President,Donald Trump,republican,5159.0,12047,0.42823939570017433
2016,Vermont,VT,Orleans,President,Other,other,1703.0,12047,0.1413629949364987
2016,Vermont,VT,Rutland,President,Hillary Clinton,democrat,13635.0,29619,0.4603463992707384
2016,Vermont,VT,Rutland,President,Donald Trump,republican,12479.0,29619,0.42131739761639486
2016,Vermont,VT,Rutland,President,Other,other,3505.0,29619,0.11833620311286674
2016,Vermont,VT,Washington,President,Hillary Clinton,democrat,18594.0,31086,0.5981470758540822
2016,Vermont,VT,Washington,President,Donald Trump,republican,7993.0,31086,0.2571253940680692
2016,Vermont,VT,Washington,President,Other,other,4499.0,31086,0.14472753007784855
2016,Vermont,VT,Windham,President,Hillary Clinton,democrat,14340.0,22635,0.633532140490391
2016,Vermont,VT,Windham,President,Donald Trump,republican,5454.0,22635,0.24095427435387673
2016,Vermont,VT,Windham,President,Other,other,2841.0,22635,0.12551358515573227
2016,Vermont,VT,Windsor,President,Hillary Clinton,democrat,17556.0,29928,0.5866078588612671
2016,Vermont,VT,Windsor,President,Donald Trump,republican,8605.0,29928,0.28752338946805667
2016,Vermont,VT,Windsor,President,Other,other,3767.0,29928,0.1258687516706763
2016,Virginia,VA,Accomack,President,Hillary Clinton,democrat,6740.0,15818,0.4260968516879504
2016,Virginia,VA,Accomack,President,Donald Trump,republican,8583.0,15818,0.542609685168795
2016,Virginia,VA,Accomack,President,Other,other,495.0,15818,0.03129346314325452
2016,Virginia,VA,Albemarle,President,Hillary Clinton,democrat,33345.0,56726,0.587825688396855
2016,Virginia,VA,Albemarle,President,Donald Trump,republican,19259.0,56726,0.3395092197581356
2016,Virginia,VA,Albemarle,President,Other,other,4122.0,56726,0.07266509184500934
2016,Virginia,VA,Alleghany,President,Hillary Clinton,democrat,2166.0,7325,0.2956996587030717
2016,Virginia,VA,Alleghany,President,Donald Trump,republican,4874.0,7325,0.6653924914675768
2016,Virginia,VA,Alleghany,President,Other,other,285.0,7325,0.03890784982935153
2016,Virginia,VA,Amelia,President,Hillary Clinton,democrat,2128.0,7040,0.30227272727272725
2016,Virginia,VA,Amelia,President,Donald Trump,republican,4708.0,7040,0.66875
2016,Virginia,VA,Amelia,President,Other,other,204.0,7040,0.028977272727272727
2016,Virginia,VA,Amherst,President,Hillary Clinton,democrat,5057.0,15396,0.32846193816575736
2016,Virginia,VA,Amherst,President,Donald Trump,republican,9719.0,15396,0.6312678617822811
2016,Virginia,VA,Amherst,President,Other,other,620.0,15396,0.040270200051961545
2016,Virginia,VA,Appomattox,President,Hillary Clinton,democrat,2023.0,8011,0.2525277743103233
2016,Virginia,VA,Appomattox,President,Donald Trump,republican,5715.0,8011,0.7133940831356884
2016,Virginia,VA,Appomattox,President,Other,other,273.0,8011,0.034078142553988264
2016,Virginia,VA,Arlington,President,Hillary Clinton,democrat,92016.0,121356,0.7582319786413527
2016,Virginia,VA,Arlington,President,Donald Trump,republican,20186.0,121356,0.16633705791225814
2016,Virginia,VA,Arlington,President,Other,other,9154.0,121356,0.07543096344638914
2016,Virginia,VA,Augusta,President,Hillary Clinton,democrat,8177.0,36343,0.22499518476735547
2016,Virginia,VA,Augusta,President,Donald Trump,republican,26163.0,36343,0.7198910381641581
2016,Virginia,VA,Augusta,President,Other,other,2003.0,36343,0.055113777068486365
2016,Virginia,VA,Bath,President,Hillary Clinton,democrat,603.0,2253,0.26764314247669774
2016,Virginia,VA,Bath,President,Donald Trump,republican,1548.0,2253,0.6870838881491345
2016,Virginia,VA,Bath,President,Other,other,102.0,2253,0.045272969374167776
2016,Virginia,VA,Bedford,President,Hillary Clinton,democrat,9768.0,42525,0.22970017636684303
2016,Virginia,VA,Bedford,President,Donald Trump,republican,30659.0,42525,0.7209641387419166
2016,Virginia,VA,Bedford,President,Other,other,2098.0,42525,0.04933568489124045
2016,Virginia,VA,Bland,President,Hillary Clinton,democrat,453.0,3139,0.14431347562918126
2016,Virginia,VA,Bland,President,Donald Trump,republican,2573.0,3139,0.8196877986619943
2016,Virginia,VA,Bland,President,Other,other,113.0,3139,0.03599872570882447
2016,Virginia,VA,Botetourt,President,Hillary Clinton,democrat,4494.0,18739,0.23982069480762047
2016,Virginia,VA,Botetourt,President,Donald Trump,republican,13375.0,18739,0.7137520678798228
2016,Virginia,VA,Botetourt,President,Other,other,870.0,18739,0.0464272373125567
2016,Virginia,VA,Brunswick,President,Hillary Clinton,democrat,4481.0,7669,0.5843004303038206
2016,Virginia,VA,Brunswick,President,Donald Trump,republican,3046.0,7669,0.3971834659016821
2016,Virginia,VA,Brunswick,President,Other,other,142.0,7669,0.018516103794497328
2016,Virginia,VA,Buchanan,President,Hillary Clinton,democrat,1721.0,9247,0.1861144154861036
2016,Virginia,VA,Buchanan,President,Donald Trump,republican,7296.0,9247,0.789012652752244
2016,Virginia,VA,Buchanan,President,Other,other,230.0,9247,0.02487293176165243
2016,Virginia,VA,Buckingham,President,Hillary Clinton,democrat,3128.0,7295,0.42878684030157643
2016,Virginia,VA,Buckingham,President,Donald Trump,republican,3950.0,7295,0.5414667580534612
2016,Virginia,VA,Buckingham,President,Other,other,217.0,7295,0.029746401644962304
2016,Virginia,VA,Campbell,President,Hillary Clinton,democrat,6664.0,27535,0.24201924822952606
2016,Virginia,VA,Campbell,President,Donald Trump,republican,19551.0,27535,0.7100417650263301
2016,Virginia,VA,Campbell,President,Other,other,1320.0,27535,0.04793898674414382
2016,Virginia,VA,Caroline,President,Hillary Clinton,democrat,6432.0,14863,0.43275247258292404
2016,Virginia,VA,Caroline,President,Donald Trump,republican,7147.0,14863,0.48085850770369376
2016,Virginia,VA,Caroline,President,Other,other,1284.0,14863,0.08638901971338223
2016,Virginia,VA,Carroll,President,Hillary Clinton,democrat,2559.0,13668,0.18722563652326601
2016,Virginia,VA,Carroll,President,Donald Trump,republican,10663.0,13668,0.7801434006438396
2016,Virginia,VA,Carroll,President,Other,other,446.0,13668,0.03263096283289435
2016,Virginia,VA,Charles City,President,Hillary Clinton,democrat,2496.0,4107,0.6077428780131483
2016,Virginia,VA,Charles City,President,Donald Trump,republican,1476.0,4107,0.3593864134404675
2016,Virginia,VA,Charles City,President,Other,other,135.0,4107,0.03287070854638422
2016,Virginia,VA,Charlotte,President,Hillary Clinton,democrat,2155.0,5808,0.3710399449035813
2016,Virginia,VA,Charlotte,President,Donald Trump,republican,3479.0,5808,0.5990013774104683
2016,Virginia,VA,Charlotte,President,Other,other,174.0,5808,0.029958677685950414
2016,Virginia,VA,Chesterfield,President,Hillary Clinton,democrat,81074.0,176461,0.4594442964734417
2016,Virginia,VA,Chesterfield,President,Donald Trump,republican,85045.0,176461,0.48194785249998584
2016,Virginia,VA,Chesterfield,President,Other,other,10342.0,176461,0.05860785102657244
2016,Virginia,VA,Clarke,President,Hillary Clinton,democrat,3051.0,8213,0.37148423231462313
2016,Virginia,VA,Clarke,President,Donald Trump,republican,4661.0,8213,0.5675149153780592
2016,Virginia,VA,Clarke,President,Other,other,501.0,8213,0.061000852307317666
2016,Virginia,VA,Craig,President,Hillary Clinton,democrat,541.0,2794,0.19362920544022907
2016,Virginia,VA,Craig,President,Donald Trump,republican,2140.0,2794,0.7659269863994274
2016,Virginia,VA,Craig,President,Other,other,113.0,2794,0.04044380816034359
2016,Virginia,VA,Culpeper,President,Hillary Clinton,democrat,7759.0,22218,0.3492213520568908
2016,Virginia,VA,Culpeper,President,Donald Trump,republican,13349.0,22218,0.6008191556395716
2016,Virginia,VA,Culpeper,President,Other,other,1110.0,22218,0.049959492303537675
2016,Virginia,VA,Cumberland,President,Hillary Clinton,democrat,2036.0,4906,0.415002038320424
2016,Virginia,VA,Cumberland,President,Donald Trump,republican,2697.0,4906,0.5497350183448838
2016,Virginia,VA,Cumberland,President,Other,other,173.0,4906,0.035262943334692216
2016,Virginia,VA,Dickenson,President,Hillary Clinton,democrat,1335.0,6440,0.20729813664596272
2016,Virginia,VA,Dickenson,President,Donald Trump,republican,4932.0,6440,0.7658385093167702
2016,Virginia,VA,Dickenson,President,Other,other,173.0,6440,0.02686335403726708
2016,Virginia,VA,Dinwiddie,President,Hillary Clinton,democrat,5765.0,13575,0.42467771639042357
2016,Virginia,VA,Dinwiddie,President,Donald Trump,republican,7447.0,13575,0.5485819521178638
2016,Virginia,VA,Dinwiddie,President,Other,other,363.0,13575,0.026740331491712708
2016,Virginia,VA,Essex,President,Hillary Clinton,democrat,2542.0,5408,0.47004437869822485
2016,Virginia,VA,Essex,President,Donald Trump,republican,2657.0,5408,0.49130917159763315
2016,Virginia,VA,Essex,President,Other,other,209.0,5408,0.038646449704142015
2016,Virginia,VA,Fairfax,President,Hillary Clinton,democrat,355133.0,551183,0.644310510302386
2016,Virginia,VA,Fairfax,President,Donald Trump,republican,157710.0,551183,0.28613001489523443
2016,Virginia,VA,Fairfax,President,Other,other,38340.0,551183,0.0695594748023796
2016,Virginia,VA,Fauquier,President,Hillary Clinton,democrat,12971.0,37467,0.34619798756238823
2016,Virginia,VA,Fauquier,President,Donald Trump,republican,22127.0,37467,0.590573037606427
2016,Virginia,VA,Fauquier,President,Other,other,2369.0,37467,0.06322897483118478
2016,Virginia,VA,Floyd,President,Hillary Clinton,democrat,2300.0,8051,0.28567879766488635
2016,Virginia,VA,Floyd,President,Donald Trump,republican,5293.0,8051,0.657433859147932
2016,Virginia,VA,Floyd,President,Other,other,458.0,8051,0.056887343187181715
2016,Virginia,VA,Fluvanna,President,Hillary Clinton,democrat,5760.0,13597,0.4236228579833787
2016,Virginia,VA,Fluvanna,President,Donald Trump,republican,7025.0,13597,0.5166580863425756
2016,Virginia,VA,Fluvanna,President,Other,other,812.0,13597,0.05971905567404574
2016,Virginia,VA,Franklin,President,Hillary Clinton,democrat,7257.0,26971,0.269066775425457
2016,Virginia,VA,Franklin,President,Donald Trump,republican,18569.0,26971,0.6884802194950131
2016,Virginia,VA,Franklin,President,Other,other,1145.0,26971,0.042453005079529864
2016,Virginia,VA,Frederick,President,Hillary Clinton,democrat,11932.0,40440,0.2950544015825915
2016,Virginia,VA,Frederick,President,Donald Trump,republican,26083.0,40440,0.6449802176063304
2016,Virginia,VA,Frederick,President,Other,other,2425.0,40440,0.05996538081107814
2016,Virginia,VA,Giles,President,Hillary Clinton,democrat,1950.0,8212,0.23745737944471504
2016,Virginia,VA,Giles,President,Donald Trump,republican,5910.0,8212,0.7196785192401364
2016,Virginia,VA,Giles,President,Other,other,352.0,8212,0.04286410131514856
2016,Virginia,VA,Gloucester,President,Hillary Clinton,democrat,5404.0,19619,0.27544727050308376
2016,Virginia,VA,Gloucester,President,Donald Trump,republican,13096.0,19619,0.667516183291707
2016,Virginia,VA,Gloucester,President,Other,other,1119.0,19619,0.05703654620520924
2016,Virginia,VA,Goochland,President,Hillary Clinton,democrat,4889.0,14037,0.3482937949704353
2016,Virginia,VA,Goochland,President,Donald Trump,republican,8384.0,14037,0.5972786207879176
2016,Virginia,VA,Goochland,President,Other,other,764.0,14037,0.05442758424164708
2016,Virginia,VA,Grayson,President,Hillary Clinton,democrat,1407.0,7285,0.1931365820178449
2016,Virginia,VA,Grayson,President,Donald Trump,republican,5592.0,7285,0.7676046671242278
2016,Virginia,VA,Grayson,President,Other,other,286.0,7285,0.039258750857927245
2016,Virginia,VA,Greene,President,Hillary Clinton,democrat,2924.0,9608,0.30432972522897583
2016,Virginia,VA,Greene,President,Donald Trump,republican,5945.0,9608,0.6187552039966694
2016,Virginia,VA,Greene,President,Other,other,739.0,9608,0.07691507077435471
2016,Virginia,VA,Greensville,President,Hillary Clinton,democrat,2558.0,4363,0.5862938345175338
2016,Virginia,VA,Greensville,President,Donald Trump,republican,1737.0,4363,0.3981205592482237
2016,Virginia,VA,Greensville,President,Other,other,68.0,4363,0.015585606234242494
2016,Virginia,VA,Halifax,President,Hillary Clinton,democrat,6897.0,17001,0.4056820187047821
2016,Virginia,VA,Halifax,President,Donald Trump,republican,9704.0,17001,0.5707899535321451
2016,Virginia,VA,Halifax,President,Other,other,400.0,17001,0.02352802776307276
2016,Virginia,VA,Hanover,President,Hillary Clinton,democrat,19382.0,62753,0.3088617277261645
2016,Virginia,VA,Hanover,President,Donald Trump,republican,39630.0,62753,0.6315235924975698
2016,Virginia,VA,Hanover,President,Other,other,3741.0,62753,0.059614679776265674
2016,Virginia,VA,Henrico,President,Hillary Clinton,democrat,93935.0,163654,0.5739853593557139
2016,Virginia,VA,Henrico,President,Donald Trump,republican,59857.0,163654,0.3657533576936708
2016,Virginia,VA,Henrico,President,Other,other,9862.0,163654,0.06026128295061532
2016,Virginia,VA,Henry,President,Hillary Clinton,democrat,8198.0,24106,0.34008130755828425
2016,Virginia,VA,Henry,President,Donald Trump,republican,15208.0,24106,0.6308802787687713
2016,Virginia,VA,Henry,President,Other,other,700.0,24106,0.029038413672944494
2016,Virginia,VA,Highland,President,Hillary Clinton,democrat,371.0,1391,0.26671459381739754
2016,Virginia,VA,Highland,President,Donald Trump,republican,958.0,1391,0.6887131560028756
2016,Virginia,VA,Highland,President,Other,other,62.0,1391,0.04457225017972682
2016,Virginia,VA,Isle of Wight,President,Hillary Clinton,democrat,7881.0,21075,0.37395017793594304
2016,Virginia,VA,Isle of Wight,President,Donald Trump,republican,12204.0,21075,0.5790747330960854
2016,Virginia,VA,Isle of Wight,President,Other,other,990.0,21075,0.04697508896797153
2016,Virginia,VA,James City,President,Hillary Clinton,democrat,19105.0,43173,0.44252194658698724
2016,Virginia,VA,James City,President,Donald Trump,republican,21306.0,43173,0.4935028837467862
2016,Virginia,VA,James City,President,Other,other,2762.0,43173,0.06397516966622657
2016,Virginia,VA,King and Queen,President,Hillary Clinton,democrat,1468.0,3697,0.39707871246956994
2016,Virginia,VA,King and Queen,President,Donald Trump,republican,2099.0,3697,0.5677576413308087
2016,Virginia,VA,King and Queen,President,Other,other,130.0,3697,0.03516364619962131
2016,Virginia,VA,King George,President,Hillary Clinton,democrat,4007.0,12059,0.33228294220084587
2016,Virginia,VA,King George,President,Donald Trump,republican,7341.0,12059,0.6087569450203167
2016,Virginia,VA,King George,President,Other,other,711.0,12059,0.058960112778837385
2016,Virginia,VA,King William,President,Hillary Clinton,democrat,2760.0,9161,0.3012771531492195
2016,Virginia,VA,King William,President,Donald Trump,republican,5975.0,9161,0.6522213732125314
2016,Virginia,VA,King William,President,Other,other,426.0,9161,0.0465014736382491
2016,Virginia,VA,Lancaster,President,Hillary Clinton,democrat,2869.0,6645,0.43175319789315275
2016,Virginia,VA,Lancaster,President,Donald Trump,republican,3523.0,6645,0.5301730624529721
2016,Virginia,VA,Lancaster,President,Other,other,253.0,6645,0.038073739653875095
2016,Virginia,VA,Lee,President,Hillary Clinton,democrat,1627.0,9399,0.1731035216512395
2016,Virginia,VA,Lee,President,Donald Trump,republican,7543.0,9399,0.8025321842749229
2016,Virginia,VA,Lee,President,Other,other,229.0,9399,0.024364294073837642
2016,Virginia,VA,Loudoun,President,Hillary Clinton,democrat,100795.0,183097,0.5505005543509724
2016,Virginia,VA,Loudoun,President,Donald Trump,republican,69949.0,183097,0.3820324745899714
2016,Virginia,VA,Loudoun,President,Other,other,12353.0,183097,0.06746697105905614
2016,Virginia,VA,Louisa,President,Hillary Clinton,democrat,6212.0,17631,0.35233395723441663
2016,Virginia,VA,Louisa,President,Donald Trump,republican,10528.0,17631,0.5971300550167319
2016,Virginia,VA,Louisa,President,Other,other,891.0,17631,0.05053598774885146
2016,Virginia,VA,Lunenburg,President,Hillary Clinton,democrat,2227.0,5586,0.3986752595775152
2016,Virginia,VA,Lunenburg,President,Donald Trump,republican,3204.0,5586,0.5735767991407089
2016,Virginia,VA,Lunenburg,President,Other,other,155.0,5586,0.027747941281775868
2016,Virginia,VA,Madison,President,Hillary Clinton,democrat,2203.0,6979,0.3156612695228543
2016,Virginia,VA,Madison,President,Donald Trump,republican,4419.0,6979,0.6331852700960023
2016,Virginia,VA,Madison,President,Other,other,357.0,6979,0.05115346038114343
2016,Virginia,VA,Mathews,President,Hillary Clinton,democrat,1563.0,5311,0.29429485972509883
2016,Virginia,VA,Mathews,President,Donald Trump,republican,3517.0,5311,0.6622105064959518
2016,Virginia,VA,Mathews,President,Other,other,231.0,5311,0.04349463377894935
2016,Virginia,VA,Mecklenburg,President,Hillary Clinton,democrat,6285.0,14945,0.420541987286718
2016,Virginia,VA,Mecklenburg,President,Donald Trump,republican,8288.0,14945,0.5545667447306791
2016,Virginia,VA,Mecklenburg,President,Other,other,372.0,14945,0.024891267982602876
2016,Virginia,VA,Middlesex,President,Hillary Clinton,democrat,2108.0,6017,0.35034070134618583
2016,Virginia,VA,Middlesex,President,Donald Trump,republican,3670.0,6017,0.6099385075619079
2016,Virginia,VA,Middlesex,President,Other,other,239.0,6017,0.039720791091906266
2016,Virginia,VA,Montgomery,President,Hillary Clinton,democrat,20021.0,43031,0.4652692245125607
2016,Virginia,VA,Montgomery,President,Donald Trump,republican,19459.0,43031,0.4522088726731891
2016,Virginia,VA,Montgomery,President,Other,other,3551.0,43031,0.08252190281425019
2016,Virginia,VA,Nelson,President,Hillary Clinton,democrat,3689.0,8318,0.4434960327001683
2016,Virginia,VA,Nelson,President,Donald Trump,republican,4154.0,8318,0.4993988939648954
2016,Virginia,VA,Nelson,President,Other,other,475.0,8318,0.05710507333493628
2016,Virginia,VA,New Kent,President,Hillary Clinton,democrat,3546.0,12242,0.2896585525240974
2016,Virginia,VA,New Kent,President,Donald Trump,republican,8118.0,12242,0.6631269400424767
2016,Virginia,VA,New Kent,President,Other,other,578.0,12242,0.04721450743342591
2016,Virginia,VA,Northampton,President,Hillary Clinton,democrat,3255.0,6172,0.5273817239144524
2016,Virginia,VA,Northampton,President,Donald Trump,republican,2686.0,6172,0.4351911860012962
2016,Virginia,VA,Northampton,President,Other,other,231.0,6172,0.037427090084251456
2016,Virginia,VA,Northumberland,President,Hillary Clinton,democrat,2852.0,7398,0.3855095971884293
2016,Virginia,VA,Northumberland,President,Donald Trump,republican,4302.0,7398,0.5815085158150851
2016,Virginia,VA,Northumberland,President,Other,other,244.0,7398,0.032981886996485535
2016,Virginia,VA,Nottoway,President,Hillary Clinton,democrat,2829.0,6744,0.4194839857651246
2016,Virginia,VA,Nottoway,President,Donald Trump,republican,3712.0,6744,0.5504151838671412
2016,Virginia,VA,Nottoway,President,Other,other,203.0,6744,0.030100830367734283
2016,Virginia,VA,Orange,President,Hillary Clinton,democrat,5957.0,17270,0.34493341053850607
2016,Virginia,VA,Orange,President,Donald Trump,republican,10521.0,17270,0.6092067168500289
2016,Virginia,VA,Orange,President,Other,other,792.0,17270,0.045859872611464965
2016,Virginia,VA,Page,President,Hillary Clinton,democrat,2514.0,10740,0.2340782122905028
2016,Virginia,VA,Page,President,Donald Trump,republican,7831.0,10740,0.7291433891992551
2016,Virginia,VA,Page,President,Other,other,395.0,10740,0.03677839851024209
2016,Virginia,VA,Patrick,President,Hillary Clinton,democrat,1768.0,8525,0.2073900293255132
2016,Virginia,VA,Patrick,President,Donald Trump,republican,6454.0,8525,0.7570674486803519
2016,Virginia,VA,Patrick,President,Other,other,303.0,8525,0.0355425219941349
2016,Virginia,VA,Pittsylvania,President,Hillary Clinton,democrat,9199.0,31598,0.29112602063421733
2016,Virginia,VA,Pittsylvania,President,Donald Trump,republican,21554.0,31598,0.6821317804924363
2016,Virginia,VA,Pittsylvania,President,Other,other,845.0,31598,0.026742198873346414
2016,Virginia,VA,Powhatan,President,Hillary Clinton,democrat,4060.0,16900,0.24023668639053256
2016,Virginia,VA,Powhatan,President,Donald Trump,republican,11885.0,16900,0.7032544378698224
2016,Virginia,VA,Powhatan,President,Other,other,955.0,16900,0.05650887573964497
2016,Virginia,VA,Prince Edward,President,Hillary Clinton,democrat,4591.0,9143,0.5021327791753254
2016,Virginia,VA,Prince Edward,President,Donald Trump,republican,4101.0,9143,0.44853986656458494
2016,Virginia,VA,Prince Edward,President,Other,other,451.0,9143,0.04932735426008968
2016,Virginia,VA,Prince George,President,Hillary Clinton,democrat,6419.0,16184,0.39662629757785467
2016,Virginia,VA,Prince George,President,Donald Trump,republican,9157.0,16184,0.5658057340583292
2016,Virginia,VA,Prince George,President,Other,other,608.0,16184,0.037567968363816116
2016,Virginia,VA,Prince William,President,Hillary Clinton,democrat,113144.0,196538,0.5756851092409611
2016,Virginia,VA,Prince William,President,Donald Trump,republican,71721.0,196538,0.36492179629384647
2016,Virginia,VA,Prince William,President,Other,other,11673.0,196538,0.05939309446519248
2016,Virginia,VA,Pulaski,President,Hillary Clinton,democrat,4172.0,15167,0.2750708775631305
2016,Virginia,VA,Pulaski,President,Donald Trump,republican,10322.0,15167,0.6805564712863453
2016,Virginia,VA,Pulaski,President,Other,other,673.0,15167,0.04437265115052416
2016,Virginia,VA,Rappahannock,President,Hillary Clinton,democrat,1747.0,4483,0.38969440107071157
2016,Virginia,VA,Rappahannock,President,Donald Trump,republican,2539.0,4483,0.5663618112870845
2016,Virginia,VA,Rappahannock,President,Other,other,197.0,4483,0.04394378764220388
2016,Virginia,VA,Richmond,President,Hillary Clinton,democrat,1347.0,3661,0.36793225894564324
2016,Virginia,VA,Richmond,President,Donald Trump,republican,2213.0,3661,0.6044796503687517
2016,Virginia,VA,Richmond,President,Other,other,101.0,3661,0.027588090685605027
2016,Virginia,VA,Roanoke,President,Hillary Clinton,democrat,17200.0,51489,0.3340519334226728
2016,Virginia,VA,Roanoke,President,Donald Trump,republican,31408.0,51489,0.6099943677290295
2016,Virginia,VA,Roanoke,President,Other,other,2881.0,51489,0.05595369884829769
2016,Virginia,VA,Rockbridge,President,Hillary Clinton,democrat,3508.0,10795,0.32496526169522927
2016,Virginia,VA,Rockbridge,President,Donald Trump,republican,6680.0,10795,0.618805002315887
2016,Virginia,VA,Rockbridge,President,Other,other,607.0,10795,0.05622973598888374
2016,Virginia,VA,Rockingham,President,Hillary Clinton,democrat,9366.0,37487,0.24984661349267745
2016,Virginia,VA,Rockingham,President,Donald Trump,republican,25990.0,37487,0.6933070130978739
2016,Virginia,VA,Rockingham,President,Other,other,2131.0,37487,0.056846373409448606
2016,Virginia,VA,Russell,President,Hillary Clinton,democrat,2330.0,12246,0.19026620937448963
2016,Virginia,VA,Russell,President,Donald Trump,republican,9521.0,12246,0.777478360280908
2016,Virginia,VA,Russell,President,Other,other,395.0,12246,0.03225543034460232
2016,Virginia,VA,Scott,President,Hillary Clinton,democrat,1581.0,10100,0.15653465346534653
2016,Virginia,VA,Scott,President,Donald Trump,republican,8247.0,10100,0.8165346534653465
2016,Virginia,VA,Scott,President,Other,other,272.0,10100,0.02693069306930693
