year,state,state_abbreviation,county,office,candidate,party,candidate_votes,total_votes,candidate_percent
2016,Idaho,ID,Cassia,President,Donald Trump,republican,5949.0,8178,0.727439471753485
2016,Idaho,ID,Cassia,President,Other,other,1193.0,8178,0.1458791880655417
2016,Idaho,ID,Clark,President,Hillary Clinton,democrat,44.0,283,0.15547703180212014
2016,Idaho,ID,Clark,President,Donald Trump,republican,203.0,283,0.7173144876325088
2016,Idaho,ID,Clark,President,Other,other,36.0,283,0.127208480565371
2016,Idaho,ID,Clearwater,President,Hillary Clinton,democrat,704.0,3801,0.18521441725861615
2016,Idaho,ID,Clearwater,President,Donald Trump,republican,2852.0,3801,0.7503288608260984
2016,Idaho,ID,Clearwater,President,Other,other,245.0,3801,0.06445672191528545
2016,Idaho,ID,Custer,President,Hillary Clinton,democrat,427.0,2414,0.17688483844241923
2016,Idaho,ID,Custer,President,Donald Trump,republican,1777.0,2414,0.7361226180613091
2016,Idaho,ID,Custer,President,Other,other,210.0,2414,0.08699254349627175
2016,Idaho,ID,Elmore,President,Hillary Clinton,democrat,1814.0,8522,0.21286083079089416
2016,Idaho,ID,Elmore,President,Donald Trump,republican,5816.0,8522,0.6824689040131424
2016,Idaho,ID,Elmore,President,Other,other,892.0,8522,0.10467026519596338
2016,Idaho,ID,Franklin,President,Hillary Clinton,democrat,385.0,5499,0.07001272958719768
2016,Idaho,ID,Franklin,President,Donald Trump,republican,3901.0,5499,0.7094017094017094
2016,Idaho,ID,Franklin,President,Other,other,1213.0,5499,0.22058556101109292
2016,Idaho,ID,Fremont,President,Hillary Clinton,democrat,651.0,5715,0.11391076115485564
2016,Idaho,ID,Fremont,President,Donald Trump,republican,4090.0,5715,0.715660542432196
2016,Idaho,ID,Fremont,President,Other,other,974.0,5715,0.1704286964129484
2016,Idaho,ID,Gem,President,Hillary Clinton,democrat,1229.0,7954,0.15451345235101835
2016,Idaho,ID,Gem,President,Donald Trump,republican,5980.0,7954,0.7518229821473472
2016,Idaho,ID,Gem,President,Other,other,745.0,7954,0.09366356550163439
2016,Idaho,ID,Gooding,President,Hillary Clinton,democrat,930.0,5191,0.17915623193989597
2016,Idaho,ID,Gooding,President,Donald Trump,republican,3743.0,5191,0.7210556732806781
2016,Idaho,ID,Gooding,President,Other,other,518.0,5191,0.09978809477942593
2016,Idaho,ID,Idaho,President,Hillary Clinton,democrat,1196.0,8233,0.1452690392323576
2016,Idaho,ID,Idaho,President,Donald Trump,republican,6441.0,8233,0.7823393659662334
2016,Idaho,ID,Idaho,President,Other,other,596.0,8233,0.07239159480140897
2016,Idaho,ID,Jefferson,President,Hillary Clinton,democrat,976.0,11475,0.08505446623093682
2016,Idaho,ID,Jefferson,President,Donald Trump,republican,8436.0,11475,0.7351633986928104
2016,Idaho,ID,Jefferson,President,Other,other,2063.0,11475,0.17978213507625274
2016,Idaho,ID,Jerome,President,Hillary Clinton,democrat,1329.0,6751,0.19685972448526146
2016,Idaho,ID,Jerome,President,Donald Trump,republican,4644.0,6751,0.6878980891719745
2016,Idaho,ID,Jerome,President,Other,other,778.0,6751,0.11524218634276404
2016,Idaho,ID,Kootenai,President,Hillary Clinton,democrat,16264.0,66310,0.24527220630372493
2016,Idaho,ID,Kootenai,President,Donald Trump,republican,44449.0,66310,0.6703212185190771
2016,Idaho,ID,Kootenai,President,Other,other,5597.0,66310,0.084406575177198
2016,Idaho,ID,Latah,President,Hillary Clinton,democrat,8093.0,18173,0.44533098552798106
2016,Idaho,ID,Latah,President,Donald Trump,republican,7265.0,18173,0.39976888791063664
2016,Idaho,ID,Latah,President,Other,other,2815.0,18173,0.15490012656138227
2016,Idaho,ID,Lemhi,President,Hillary Clinton,democrat,733.0,4096,0.178955078125
2016,Idaho,ID,Lemhi,President,Donald Trump,republican,3011.0,4096,0.735107421875
2016,Idaho,ID,Lemhi,President,Other,other,352.0,4096,0.0859375
2016,Idaho,ID,Lewis,President,Hillary Clinton,democrat,270.0,1590,0.16981132075471697
2016,Idaho,ID,Lewis,President,Donald Trump,republican,1202.0,1590,0.7559748427672957
2016,Idaho,ID,Lewis,President,Other,other,118.0,1590,0.07421383647798742
2016,Idaho,ID,Lincoln,President,Hillary Clinton,democrat,360.0,1748,0.20594965675057209
2016,Idaho,ID,Lincoln,President,Donald Trump,republican,1184.0,1748,0.6773455377574371
2016,Idaho,ID,Lincoln,President,Other,other,204.0,1748,0.11670480549199085
2016,Idaho,ID,Madison,President,Hillary Clinton,democrat,1201.0,15688,0.07655532891381948
2016,Idaho,ID,Madison,President,Donald Trump,republican,8941.0,15688,0.5699260581336053
2016,Idaho,ID,Madison,President,Other,other,5546.0,15688,0.3535186129525752
2016,Idaho,ID,Minidoka,President,Hillary Clinton,democrat,1167.0,6871,0.169844273031582
2016,Idaho,ID,Minidoka,President,Donald Trump,republican,4887.0,6871,0.7112501819240286
2016,Idaho,ID,Minidoka,President,Other,other,817.0,6871,0.11890554504438947
2016,Idaho,ID,Nez Perce,President,Hillary Clinton,democrat,4828.0,17201,0.2806813557351317
2016,Idaho,ID,Nez Perce,President,Donald Trump,republican,10699.0,17201,0.6219987210045927
2016,Idaho,ID,Nez Perce,President,Other,other,1674.0,17201,0.09731992326027557
2016,Idaho,ID,Oneida,President,Hillary Clinton,democrat,184.0,2068,0.08897485493230174
2016,Idaho,ID,Oneida,President,Donald Trump,republican,1531.0,2068,0.7403288201160542
2016,Idaho,ID,Oneida,President,Other,other,353.0,2068,0.1706963249516441
2016,Idaho,ID,Owyhee,President,Hillary Clinton,democrat,591.0,3925,0.1505732484076433
2016,Idaho,ID,Owyhee,President,Donald Trump,republican,3052.0,3925,0.7775796178343949
2016,Idaho,ID,Owyhee,President,Other,other,282.0,3925,0.07184713375796178
2016,Idaho,ID,Payette,President,Hillary Clinton,democrat,1507.0,8704,0.17313878676470587
2016,Idaho,ID,Payette,President,Donald Trump,republican,6489.0,8704,0.7455193014705882
2016,Idaho,ID,Payette,President,Other,other,708.0,8704,0.08134191176470588
2016,Idaho,ID,Power,President,Hillary Clinton,democrat,699.0,2758,0.2534445250181291
2016,Idaho,ID,Power,President,Donald Trump,republican,1666.0,2758,0.6040609137055838
2016,Idaho,ID,Power,President,Other,other,393.0,2758,0.14249456127628715
2016,Idaho,ID,Shoshone,President,Hillary Clinton,democrat,1384.0,5120,0.2703125
2016,Idaho,ID,Shoshone,President,Donald Trump,republican,3297.0,5120,0.6439453125
2016,Idaho,ID,Shoshone,President,Other,other,439.0,5120,0.0857421875
2016,Idaho,ID,Teton,President,Hillary Clinton,democrat,2159.0,4976,0.43388263665594856
2016,Idaho,ID,Teton,President,Donald Trump,republican,2167.0,4976,0.4354903536977492
2016,Idaho,ID,Teton,President,Other,other,650.0,4976,0.13062700964630225
2016,Idaho,ID,Twin Falls,President,Hillary Clinton,democrat,6233.0,29874,0.2086429671286068
2016,Idaho,ID,Twin Falls,President,Donald Trump,republican,19828.0,29874,0.6637209613710919
2016,Idaho,ID,Twin Falls,President,Other,other,3813.0,29874,0.12763607150030126
2016,Idaho,ID,Valley,President,Hillary Clinton,democrat,1913.0,5349,0.3576369414843896
2016,Idaho,ID,Valley,President,Donald Trump,republican,2906.0,5349,0.5432791175920733
2016,Idaho,ID,Valley,President,Other,other,530.0,5349,0.0990839409235371
2016,Idaho,ID,Washington,President,Hillary Clinton,democrat,776.0,4455,0.17418630751964084
2016,Idaho,ID,Washington,President,Donald Trump,republican,3283.0,4455,0.7369248035914703
2016,Idaho,ID,Washington,President,Other,other,396.0,4455,0.08888888888888889
2016,Illinois,IL,Adams,President,Hillary Clinton,democrat,7676.0,31951,0.2402428718975932
2016,Illinois,IL,Adams,President,Donald Trump,republican,22790.0,31951,0.7132797095552564
2016,Illinois,IL,Adams,President,Other,other,1485.0,31951,0.046477418547150325
2016,Illinois,IL,Alexander,President,Hillary Clinton,democrat,1262.0,2846,0.44342937456078707
2016,Illinois,IL,Alexander,President,Donald Trump,republican,1496.0,2846,0.5256500351370345
2016,Illinois,IL,Alexander,President,Other,other,88.0,2846,0.030920590302178495
2016,Illinois,IL,Bond,President,Hillary Clinton,democrat,2068.0,7530,0.2746347941567065
2016,Illinois,IL,Bond,President,Donald Trump,republican,4888.0,7530,0.6491367861885791
2016,Illinois,IL,Bond,President,Other,other,574.0,7530,0.07622841965471447
2016,Illinois,IL,Boone,President,Hillary Clinton,democrat,8986.0,23001,0.3906786661449502
2016,Illinois,IL,Boone,President,Donald Trump,republican,12282.0,23001,0.5339767836181035
2016,Illinois,IL,Boone,President,Other,other,1733.0,23001,0.07534455023694622
2016,Illinois,IL,Brown,President,Hillary Clinton,democrat,476.0,2379,0.20008406893652794
2016,Illinois,IL,Brown,President,Donald Trump,republican,1796.0,2379,0.7549390500210172
2016,Illinois,IL,Brown,President,Other,other,107.0,2379,0.044976881042454814
2016,Illinois,IL,Bureau,President,Hillary Clinton,democrat,6029.0,16571,0.36382837487176395
2016,Illinois,IL,Bureau,President,Donald Trump,republican,9281.0,16571,0.5600748295214532
2016,Illinois,IL,Bureau,President,Other,other,1261.0,16571,0.07609679560678294
2016,Illinois,IL,Calhoun,President,Hillary Clinton,democrat,739.0,2571,0.28743679502139247
2016,Illinois,IL,Calhoun,President,Donald Trump,republican,1721.0,2571,0.6693893426682225
2016,Illinois,IL,Calhoun,President,Other,other,111.0,2571,0.043173862310385065
2016,Illinois,IL,Carroll,President,Hillary Clinton,democrat,2447.0,7445,0.32867696440564137
2016,Illinois,IL,Carroll,President,Donald Trump,republican,4434.0,7445,0.5955674949630625
2016,Illinois,IL,Carroll,President,Other,other,564.0,7445,0.07575554063129618
2016,Illinois,IL,Cass,President,Hillary Clinton,democrat,1621.0,5124,0.3163544106167057
2016,Illinois,IL,Cass,President,Donald Trump,republican,3216.0,5124,0.6276346604215457
2016,Illinois,IL,Cass,President,Other,other,287.0,5124,0.056010928961748634
2016,Illinois,IL,Champaign,President,Hillary Clinton,democrat,50137.0,91628,0.5471799013402017
2016,Illinois,IL,Champaign,President,Donald Trump,republican,33368.0,91628,0.36416815820491555
2016,Illinois,IL,Champaign,President,Other,other,8123.0,91628,0.08865194045488278
2016,Illinois,IL,Christian,President,Hillary Clinton,democrat,3992.0,15459,0.2582314509347306
2016,Illinois,IL,Christian,President,Donald Trump,republican,10543.0,15459,0.6819975418849861
2016,Illinois,IL,Christian,President,Other,other,924.0,15459,0.05977100718028333
2016,Illinois,IL,Clark,President,Hillary Clinton,democrat,1877.0,7928,0.23675580221997983
2016,Illinois,IL,Clark,President,Donald Trump,republican,5622.0,7928,0.7091321897073662
2016,Illinois,IL,Clark,President,Other,other,429.0,7928,0.054112008072653886
2016,Illinois,IL,Clay,President,Hillary Clinton,democrat,1020.0,6350,0.16062992125984252
2016,Illinois,IL,Clay,President,Donald Trump,republican,5021.0,6350,0.7907086614173229
2016,Illinois,IL,Clay,President,Other,other,309.0,6350,0.048661417322834646
2016,Illinois,IL,Clinton,President,Hillary Clinton,democrat,3945.0,17419,0.2264768356392445
2016,Illinois,IL,Clinton,President,Donald Trump,republican,12412.0,17419,0.7125552557552098
2016,Illinois,IL,Clinton,President,Other,other,1062.0,17419,0.06096790860554567
2016,Illinois,IL,Coles,President,Hillary Clinton,democrat,7309.0,21863,0.3343091067099666
2016,Illinois,IL,Coles,President,Donald Trump,republican,13003.0,21863,0.5947491195169922
2016,Illinois,IL,Coles,President,Other,other,1551.0,21863,0.07094177377304121
2016,Illinois,IL,Cook,President,Hillary Clinton,democrat,1611946.0,2158615,0.7467501152359267
2016,Illinois,IL,Cook,President,Donald Trump,republican,453287.0,2158615,0.20998973879084507
2016,Illinois,IL,Cook,President,Other,other,93382.0,2158615,0.043260145973228206
2016,Illinois,IL,Crawford,President,Hillary Clinton,democrat,1992.0,8728,0.22823098075160403
2016,Illinois,IL,Crawford,President,Donald Trump,republican,6277.0,8728,0.719179651695692
2016,Illinois,IL,Crawford,President,Other,other,459.0,8728,0.05258936755270394
2016,Illinois,IL,Cumberland,President,Hillary Clinton,democrat,1031.0,5567,0.18519849110831688
2016,Illinois,IL,Cumberland,President,Donald Trump,republican,4206.0,5567,0.7555236213400395
2016,Illinois,IL,Cumberland,President,Other,other,330.0,5567,0.059277887551643614
2016,Illinois,IL,DeKalb,President,Hillary Clinton,democrat,20466.0,43600,0.46940366972477066
2016,Illinois,IL,DeKalb,President,Donald Trump,republican,19091.0,43600,0.43786697247706424
2016,Illinois,IL,DeKalb,President,Other,other,4043.0,43600,0.09272935779816514
2016,Illinois,IL,De Witt,President,Hillary Clinton,democrat,1910.0,7543,0.2532149012329312
2016,Illinois,IL,De Witt,President,Donald Trump,republican,5077.0,7543,0.6730743735914092
2016,Illinois,IL,De Witt,President,Other,other,556.0,7543,0.07371072517565955
2016,Illinois,IL,Douglas,President,Hillary Clinton,democrat,1949.0,8169,0.2385848941118864
2016,Illinois,IL,Douglas,President,Donald Trump,republican,5698.0,8169,0.6975149957155099
2016,Illinois,IL,Douglas,President,Other,other,522.0,8169,0.06390011017260375
2016,Illinois,IL,DuPage,President,Hillary Clinton,democrat,228622.0,428769,0.5332055255860382
2016,Illinois,IL,DuPage,President,Donald Trump,republican,166415.0,428769,0.3881227420825666
2016,Illinois,IL,DuPage,President,Other,other,33732.0,428769,0.07867173233139522
2016,Illinois,IL,Edgar,President,Hillary Clinton,democrat,1793.0,7873,0.22774037850882764
2016,Illinois,IL,Edgar,President,Donald Trump,republican,5645.0,7873,0.7170074939667217
2016,Illinois,IL,Edgar,President,Other,other,435.0,7873,0.055252127524450655
2016,Illinois,IL,Edwards,President,Hillary Clinton,democrat,434.0,3347,0.12966835972512697
2016,Illinois,IL,Edwards,President,Donald Trump,republican,2778.0,3347,0.829997012249776
2016,Illinois,IL,Edwards,President,Other,other,135.0,3347,0.0403346280250971
2016,Illinois,IL,Effingham,President,Hillary Clinton,democrat,3083.0,17609,0.1750809245272304
2016,Illinois,IL,Effingham,President,Donald Trump,republican,13635.0,17609,0.7743199500255551
2016,Illinois,IL,Effingham,President,Other,other,891.0,17609,0.05059912544721449
2016,Illinois,IL,Fayette,President,Hillary Clinton,democrat,1819.0,9585,0.1897756911841419
2016,Illinois,IL,Fayette,President,Donald Trump,republican,7372.0,9585,0.7691184141888368
2016,Illinois,IL,Fayette,President,Other,other,394.0,9585,0.04110589462702139
2016,Illinois,IL,Ford,President,Hillary Clinton,democrat,1414.0,6396,0.2210756722951845
2016,Illinois,IL,Ford,President,Donald Trump,republican,4480.0,6396,0.7004377736085053
2016,Illinois,IL,Ford,President,Other,other,502.0,6396,0.0784865540963102
2016,Illinois,IL,Franklin,President,Hillary Clinton,democrat,4727.0,18711,0.2526321415210304
2016,Illinois,IL,Franklin,President,Donald Trump,republican,13116.0,18711,0.7009780343113676
2016,Illinois,IL,Franklin,President,Other,other,868.0,18711,0.04638982416760194
2016,Illinois,IL,Fulton,President,Hillary Clinton,democrat,6133.0,15797,0.38823827308982717
2016,Illinois,IL,Fulton,President,Donald Trump,republican,8492.0,15797,0.5375704247641957
2016,Illinois,IL,Fulton,President,Other,other,1172.0,15797,0.07419130214597708
2016,Illinois,IL,Gallatin,President,Hillary Clinton,democrat,657.0,2707,0.2427041004802364
2016,Illinois,IL,Gallatin,President,Donald Trump,republican,1942.0,2707,0.717399335057259
2016,Illinois,IL,Gallatin,President,Other,other,108.0,2707,0.03989656446250462
2016,Illinois,IL,Greene,President,Hillary Clinton,democrat,1205.0,5585,0.21575649059982094
2016,Illinois,IL,Greene,President,Donald Trump,republican,4145.0,5585,0.7421665174574754
2016,Illinois,IL,Greene,President,Other,other,235.0,5585,0.04207699194270367
2016,Illinois,IL,Grundy,President,Hillary Clinton,democrat,8065.0,23237,0.34707578430950636
2016,Illinois,IL,Grundy,President,Donald Trump,republican,13454.0,23237,0.5789904032362181
2016,Illinois,IL,Grundy,President,Other,other,1718.0,23237,0.07393381245427551
2016,Illinois,IL,Hamilton,President,Hillary Clinton,democrat,802.0,4166,0.19251080172827653
2016,Illinois,IL,Hamilton,President,Donald Trump,republican,3206.0,4166,0.7695631301008161
2016,Illinois,IL,Hamilton,President,Other,other,158.0,4166,0.037926068170907344
2016,Illinois,IL,Hancock,President,Hillary Clinton,democrat,2139.0,9121,0.23451375945619998
2016,Illinois,IL,Hancock,President,Donald Trump,republican,6430.0,9121,0.7049665606841355
2016,Illinois,IL,Hancock,President,Other,other,552.0,9121,0.06051967985966451
2016,Illinois,IL,Hardin,President,Hillary Clinton,democrat,420.0,2148,0.19553072625698323
2016,Illinois,IL,Hardin,President,Donald Trump,republican,1653.0,2148,0.7695530726256983
2016,Illinois,IL,Hardin,President,Other,other,75.0,2148,0.034916201117318434
2016,Illinois,IL,Henderson,President,Hillary Clinton,democrat,1155.0,3518,0.32831154064809553
2016,Illinois,IL,Henderson,President,Donald Trump,republican,2155.0,3518,0.6125639567936327
2016,Illinois,IL,Henderson,President,Other,other,208.0,3518,0.059124502558271744
2016,Illinois,IL,Henry,President,Hillary Clinton,democrat,8871.0,24643,0.3599805218520472
2016,Illinois,IL,Henry,President,Donald Trump,republican,13985.0,24643,0.5675039564988029
2016,Illinois,IL,Henry,President,Other,other,1787.0,24643,0.07251552164914986
2016,Illinois,IL,Iroquois,President,Hillary Clinton,democrat,2504.0,13064,0.19167176974892836
2016,Illinois,IL,Iroquois,President,Donald Trump,republican,9750.0,13064,0.7463257807715861
2016,Illinois,IL,Iroquois,President,Other,other,810.0,13064,0.06200244947948561
2016,Illinois,IL,Jackson,President,Hillary Clinton,democrat,11634.0,24617,0.4726002356095381
2016,Illinois,IL,Jackson,President,Donald Trump,republican,10843.0,24617,0.44046796928951537
2016,Illinois,IL,Jackson,President,Other,other,2140.0,24617,0.08693179510094651
2016,Illinois,IL,Jasper,President,Hillary Clinton,democrat,924.0,5136,0.17990654205607476
2016,Illinois,IL,Jasper,President,Donald Trump,republican,3975.0,5136,0.7739485981308412
2016,Illinois,IL,Jasper,President,Other,other,237.0,5136,0.04614485981308411
2016,Illinois,IL,Jefferson,President,Hillary Clinton,democrat,4425.0,16999,0.2603094299664686
2016,Illinois,IL,Jefferson,President,Donald Trump,republican,11695.0,16999,0.6879816459791752
2016,Illinois,IL,Jefferson,President,Other,other,879.0,16999,0.05170892405435614
2016,Illinois,IL,Jersey,President,Hillary Clinton,democrat,2679.0,10991,0.2437448821763261
2016,Illinois,IL,Jersey,President,Donald Trump,republican,7748.0,10991,0.7049404057865526
2016,Illinois,IL,Jersey,President,Other,other,564.0,10991,0.051314712037121284
2016,Illinois,IL,Jo Daviess,President,Hillary Clinton,democrat,4462.0,11334,0.393682724545615
2016,Illinois,IL,Jo Daviess,President,Donald Trump,republican,6121.0,11334,0.5400564672666314
2016,Illinois,IL,Jo Daviess,President,Other,other,751.0,11334,0.06626080818775366
2016,Illinois,IL,Johnson,President,Hillary Clinton,democrat,1142.0,6089,0.18755132205616687
2016,Illinois,IL,Johnson,President,Donald Trump,republican,4649.0,6089,0.7635079651831171
2016,Illinois,IL,Johnson,President,Other,other,298.0,6089,0.04894071276071604
2016,Illinois,IL,Kane,President,Hillary Clinton,democrat,103665.0,199314,0.5201089737800656
2016,Illinois,IL,Kane,President,Donald Trump,republican,82734.0,199314,0.4150937716367139
2016,Illinois,IL,Kane,President,Other,other,12915.0,199314,0.06479725458322044
2016,Illinois,IL,Kankakee,President,Hillary Clinton,democrat,18971.0,47305,0.4010358313074728
2016,Illinois,IL,Kankakee,President,Donald Trump,republican,25129.0,47305,0.531212345418032
2016,Illinois,IL,Kankakee,President,Other,other,3205.0,47305,0.06775182327449529
2016,Illinois,IL,Kendall,President,Hillary Clinton,democrat,24884.0,53447,0.4655827268134788
2016,Illinois,IL,Kendall,President,Donald Trump,republican,24961.0,53447,0.4670234063651842
2016,Illinois,IL,Kendall,President,Other,other,3602.0,53447,0.06739386682133702
2016,Illinois,IL,Knox,President,Hillary Clinton,democrat,10083.0,22243,0.4533111540709437
2016,Illinois,IL,Knox,President,Donald Trump,republican,10737.0,22243,0.4827136627253518
2016,Illinois,IL,Knox,President,Other,other,1423.0,22243,0.06397518320370453
2016,Illinois,IL,Lake,President,Hillary Clinton,democrat,171095.0,303520,0.5637025566684238
2016,Illinois,IL,Lake,President,Donald Trump,republican,109767.0,303520,0.36164667896678965
2016,Illinois,IL,Lake,President,Other,other,22658.0,303520,0.0746507643647865
2016,Illinois,IL,LaSalle,President,Hillary Clinton,democrat,19543.0,49743,0.39287940011659933
2016,Illinois,IL,LaSalle,President,Donald Trump,republican,26689.0,49743,0.5365378043141749
2016,Illinois,IL,LaSalle,President,Other,other,3511.0,49743,0.07058279556922582
2016,Illinois,IL,Lawrence,President,Hillary Clinton,democrat,1290.0,6094,0.21168362323596981
2016,Illinois,IL,Lawrence,President,Donald Trump,republican,4521.0,6094,0.7418772563176895
2016,Illinois,IL,Lawrence,President,Other,other,283.0,6094,0.046439120446340666
2016,Illinois,IL,Lee,President,Hillary Clinton,democrat,5528.0,15489,0.3568984440570728
2016,Illinois,IL,Lee,President,Donald Trump,republican,8612.0,15489,0.5560074891858738
2016,Illinois,IL,Lee,President,Other,other,1349.0,15489,0.08709406675705339
2016,Illinois,IL,Livingston,President,Hillary Clinton,democrat,4023.0,15269,0.2634750147357391
2016,Illinois,IL,Livingston,President,Donald Trump,republican,10208.0,15269,0.668544108978977
2016,Illinois,IL,Livingston,President,Other,other,1038.0,15269,0.0679808762852839
2016,Illinois,IL,Logan,President,Hillary Clinton,democrat,3313.0,12401,0.2671558745262479
2016,Illinois,IL,Logan,President,Donald Trump,republican,8181.0,12401,0.6597048625110878
2016,Illinois,IL,Logan,President,Other,other,907.0,12401,0.0731392629626643
2016,Illinois,IL,McDonough,President,Hillary Clinton,democrat,5288.0,13092,0.4039107852123434
2016,Illinois,IL,McDonough,President,Donald Trump,republican,6795.0,13092,0.519019248395967
2016,Illinois,IL,McDonough,President,Other,other,1009.0,13092,0.07706996639168959
2016,Illinois,IL,McHenry,President,Hillary Clinton,democrat,60803.0,141750,0.4289453262786596
2016,Illinois,IL,McHenry,President,Donald Trump,republican,71612.0,141750,0.5051992945326279
2016,Illinois,IL,McHenry,President,Other,other,9335.0,141750,0.06585537918871252
2016,Illinois,IL,McLean,President,Hillary Clinton,democrat,36196.0,79835,0.4533851067827394
2016,Illinois,IL,McLean,President,Donald Trump,republican,37237.0,79835,0.46642450053234796
2016,Illinois,IL,McLean,President,Other,other,6402.0,79835,0.08019039268491263
2016,Illinois,IL,Macon,President,Hillary Clinton,democrat,18343.0,48060,0.38166874739908446
2016,Illinois,IL,Macon,President,Donald Trump,republican,26866.0,48060,0.5590095713691219
2016,Illinois,IL,Macon,President,Other,other,2851.0,48060,0.05932168123179359
2016,Illinois,IL,Macoupin,President,Hillary Clinton,democrat,6689.0,22360,0.29915026833631486
2016,Illinois,IL,Macoupin,President,Donald Trump,republican,14322.0,22360,0.6405187835420394
2016,Illinois,IL,Macoupin,President,Other,other,1349.0,22360,0.06033094812164579
2016,Illinois,IL,Madison,President,Hillary Clinton,democrat,50587.0,130179,0.3885957028399358
2016,Illinois,IL,Madison,President,Donald Trump,republican,70490.0,130179,0.5414851857826531
2016,Illinois,IL,Madison,President,Other,other,9102.0,130179,0.06991911137741111
2016,Illinois,IL,Marion,President,Hillary Clinton,democrat,4369.0,17074,0.25588614267307014
2016,Illinois,IL,Marion,President,Donald Trump,republican,11859.0,17074,0.6945648354222795
2016,Illinois,IL,Marion,President,Other,other,846.0,17074,0.049549021904650346
2016,Illinois,IL,Marshall,President,Hillary Clinton,democrat,1789.0,5984,0.2989639037433155
2016,Illinois,IL,Marshall,President,Donald Trump,republican,3785.0,5984,0.6325200534759359
2016,Illinois,IL,Marshall,President,Other,other,410.0,5984,0.06851604278074866
2016,Illinois,IL,Mason,President,Hillary Clinton,democrat,2014.0,6486,0.3105149552883133
2016,Illinois,IL,Mason,President,Donald Trump,republican,4058.0,6486,0.6256552574776442
2016,Illinois,IL,Mason,President,Other,other,414.0,6486,0.06382978723404255
2016,Illinois,IL,Massac,President,Hillary Clinton,democrat,1558.0,6683,0.2331288343558282
2016,Illinois,IL,Massac,President,Donald Trump,republican,4846.0,6683,0.7251234475534939
2016,Illinois,IL,Massac,President,Other,other,279.0,6683,0.041747718090677836
2016,Illinois,IL,Menard,President,Hillary Clinton,democrat,1817.0,6515,0.27889485801995395
2016,Illinois,IL,Menard,President,Donald Trump,republican,4231.0,6515,0.649424405218726
2016,Illinois,IL,Menard,President,Other,other,467.0,6515,0.07168073676132003
2016,Illinois,IL,Mercer,President,Hillary Clinton,democrat,3071.0,8525,0.36023460410557184
2016,Illinois,IL,Mercer,President,Donald Trump,republican,4807.0,8525,0.5638709677419355
2016,Illinois,IL,Mercer,President,Other,other,647.0,8525,0.07589442815249267
2016,Illinois,IL,Monroe,President,Hillary Clinton,democrat,5535.0,19354,0.2859873927870208
2016,Illinois,IL,Monroe,President,Donald Trump,republican,12629.0,19354,0.6525266094864111
2016,Illinois,IL,Monroe,President,Other,other,1190.0,19354,0.06148599772656815
2016,Illinois,IL,Montgomery,President,Hillary Clinton,democrat,3504.0,12978,0.26999537679149327
2016,Illinois,IL,Montgomery,President,Donald Trump,republican,8630.0,12978,0.6649714902142086
2016,Illinois,IL,Montgomery,President,Other,other,844.0,12978,0.06503313299429804
2016,Illinois,IL,Morgan,President,Hillary Clinton,democrat,4696.0,14800,0.3172972972972973
2016,Illinois,IL,Morgan,President,Donald Trump,republican,9076.0,14800,0.6132432432432432
2016,Illinois,IL,Morgan,President,Other,other,1028.0,14800,0.06945945945945946
2016,Illinois,IL,Moultrie,President,Hillary Clinton,democrat,1481.0,6283,0.23571542256883654
2016,Illinois,IL,Moultrie,President,Donald Trump,republican,4455.0,6283,0.7090561833519019
2016,Illinois,IL,Moultrie,President,Other,other,347.0,6283,0.0552283940792615
2016,Illinois,IL,Ogle,President,Hillary Clinton,democrat,8050.0,24193,0.33274087545984377
2016,Illinois,IL,Ogle,President,Donald Trump,republican,14352.0,24193,0.5932294465341215
2016,Illinois,IL,Ogle,President,Other,other,1791.0,24193,0.0740296780060348
2016,Illinois,IL,Peoria,President,Hillary Clinton,democrat,38060.0,78503,0.48482223609288816
2016,Illinois,IL,Peoria,President,Donald Trump,republican,35633.0,78503,0.4539062201444531
2016,Illinois,IL,Peoria,President,Other,other,4810.0,78503,0.06127154376265875
2016,Illinois,IL,Perry,President,Hillary Clinton,democrat,2462.0,9853,0.24987313508576067
2016,Illinois,IL,Perry,President,Donald Trump,republican,6855.0,9853,0.6957271896884197
2016,Illinois,IL,Perry,President,Other,other,536.0,9853,0.054399675225819545
2016,Illinois,IL,Piatt,President,Hillary Clinton,democrat,2645.0,9008,0.2936278863232682
2016,Illinois,IL,Piatt,President,Donald Trump,republican,5634.0,9008,0.6254440497335702
2016,Illinois,IL,Piatt,President,Other,other,729.0,9008,0.08092806394316164
2016,Illinois,IL,Pike,President,Hillary Clinton,democrat,1413.0,7530,0.18764940239043826
2016,Illinois,IL,Pike,President,Donald Trump,republican,5754.0,7530,0.7641434262948207
2016,Illinois,IL,Pike,President,Other,other,363.0,7530,0.04820717131474104
2016,Illinois,IL,Pope,President,Hillary Clinton,democrat,375.0,2142,0.17507002801120447
2016,Illinois,IL,Pope,President,Donald Trump,republican,1678.0,2142,0.7833800186741363
2016,Illinois,IL,Pope,President,Other,other,89.0,2142,0.041549953314659195
2016,Illinois,IL,Pulaski,President,Hillary Clinton,democrat,962.0,2735,0.3517367458866545
2016,Illinois,IL,Pulaski,President,Donald Trump,republican,1675.0,2735,0.6124314442413162
2016,Illinois,IL,Pulaski,President,Other,other,98.0,2735,0.035831809872029254
2016,Illinois,IL,Putnam,President,Hillary Clinton,democrat,1147.0,3111,0.36869173899067825
