Year,State,State Abbreviation,District Number,Special Election,Candidate,Party,Candidate Votes,Total Votes,Candidate Percent
2018,New York,NY,statewide,False,Chele Chiavacci Farley,other,246171,6055151,0.04065480778266306
2018,New York,NY,statewide,False,Kirsten E. Gillibrand,other,160128,6055151,0.026444922678228833
2018,New York,NY,statewide,False,Kirsten E. Gillibrand,other,99325,6055151,0.016403389444788412
2018,New York,NY,statewide,False,Kirsten E. Gillibrand,other,41989,6055151,0.0069344265733422665
2018,New York,NY,statewide,False,Chele Chiavacci Farley,other,21610,6055151,0.003568862279404758
2018,North Dakota,ND,statewide,False,Kevin Cramer,republican,179720,326138,0.5510550748456176
2018,North Dakota,ND,statewide,False,Heidi Heitkamp,other,144376,326138,0.44268377190023855
2018,North Dakota,ND,statewide,False,,other,2042,326138,0.006261153254143952
2018,Ohio,OH,statewide,False,Sherrod Brown,democrat,2355923,4410898,0.5341141418368777
2018,Ohio,OH,statewide,False,,other,1012,4410898,0.00022943173929662397
2018,Ohio,OH,statewide,False,Jim Renacci,republican,2053963,4410898,0.4656564264238257
2018,Pennsylvania,PA,statewide,False,Robert P Casey Jr,democrat,2777680,4994643,0.5561318396530043
2018,Pennsylvania,PA,statewide,False,Louis J. Barletta,republican,2134848,4994643,0.427427545872648
2018,Pennsylvania,PA,statewide,False,Neal Taylor Gale,other,31208,4994643,0.006248294422644421
2018,Pennsylvania,PA,statewide,False,Dale R Kerns Jr,other,50907,4994643,0.010192320051703395
2018,Rhode Island,RI,statewide,False,Sheldon Whitehouse,democrat,231477,376738,0.614424347955343
2018,Rhode Island,RI,statewide,False,"Robert G. Flanders, Jr.",republican,144421,376738,0.3833459858044583
2018,Rhode Island,RI,statewide,False,,other,840,376738,0.002229666240198759
2018,Tennessee,TN,statewide,False,Marsha Blackburn,republican,1227483,2243740,0.5470700705072781
2018,Tennessee,TN,statewide,False,Phil Bredesen,democrat,985450,2243740,0.43919972902386195
2018,Tennessee,TN,statewide,False,Trudy A. Austin,other,9455,2243740,0.0042139463574210915
2018,Tennessee,TN,statewide,False,John Carico,other,3398,2243740,0.0015144357189335663
2018,Tennessee,TN,statewide,False,Dean Hill,other,8717,2243740,0.003885031242479075
2018,Tennessee,TN,statewide,False,Kevin Lee McCants,other,1927,2243740,0.0008588339112374874
2018,Tennessee,TN,statewide,False,Breton Phillips,other,2226,2243740,0.000992093558077139
2018,Tennessee,TN,statewide,False,Kris L. Todd,other,5084,2243740,0.0022658596807116687
2018,Texas,TX,statewide,False,Ted Cruz,republican,4260553,8371655,0.508926012837366
2018,Texas,TX,statewide,False,Beto O'Rourke,democrat,4045632,8371655,0.4832535502239402
2018,Texas,TX,statewide,False,Neal M. Dikeman,other,65470,8371655,0.007820436938693723
2018,Utah,UT,statewide,False,Mitt Romney,republican,665215,1062845,0.6258814784846333
2018,Utah,UT,statewide,False,Jenny Wilson,democrat,328541,1062845,0.3091146874661875
2018,Utah,UT,statewide,False,Tim Aalders,other,28774,1062845,0.02707262112537576
2018,Utah,UT,statewide,False,Craig R. Bowden,other,27607,1062845,0.025974624710094135
2018,Utah,UT,statewide,False,Reed C. McCandless,other,12708,1062845,0.011956588213709431
2018,Vermont,VT,statewide,False,Folasade Adeluola,other,1979,272624,0.00725908210575738
2018,Vermont,VT,statewide,False,Russell Beste,other,2763,272624,0.010134837725218617
2018,Vermont,VT,statewide,False,Bruce Busa,other,914,272624,0.0033526028522800635
2018,Vermont,VT,statewide,False,Edward S. Gilbert Jr,other,2244,272624,0.008231116849580375
2018,Vermont,VT,statewide,False,Reid Kane,other,1171,272624,0.004295293151006514
2018,Vermont,VT,statewide,False,Brad J. Peacock,other,3787,272624,0.01389092669757615
2018,Vermont,VT,statewide,False,Bernie Sanders,other,183529,272624,0.6731945830154352
2018,Vermont,VT,statewide,False,Jon Svitavsky,other,1280,272624,0.004695111215446916
2018,Vermont,VT,statewide,False,Lawrence Zupan,republican,74663,272624,0.27386803803040083
2018,Vermont,VT,statewide,False,,other,294,272624,0.0010784083572979635
2018,Virginia,VA,statewide,False,Corey A. Stewart,republican,1374313,3351373,0.4100746171792874
2018,Virginia,VA,statewide,False,Timothy M. Kaine,democrat,1910370,3351373,0.5700260758799454
2018,Virginia,VA,statewide,False,Matt J. Waters,other,61565,3351373,0.018370082948093214
2018,Virginia,VA,statewide,False,,other,5125,3351373,0.0015292239926740473
2018,Washington,WA,statewide,False,Maria Cantwell,democrat,1803364,3086168,0.5843375992492955
2018,Washington,WA,statewide,False,Susan Hutchison,republican,1282804,3086168,0.41566240075070443
2018,West Virginia,WV,statewide,False,Joe Manchin,democrat,288808,582911,0.4954581402649804
2018,West Virginia,WV,statewide,False,Patrick Morrisey,republican,269872,582911,0.46297290667014346
2018,West Virginia,WV,statewide,False,Rusty Hollen,other,24231,582911,0.04156895306487611
2018,Wisconsin,WI,statewide,False,Tammy Baldwin,democrat,1472914,2657841,0.5541768676154819
2018,Wisconsin,WI,statewide,False,Leah Vukmir,republican,1184885,2657841,0.44580733008483203
2018,Wisconsin,WI,statewide,False,,other,42,2657841,1.5802299686098605e-05
2018,Wyoming,WY,statewide,False,John Barrasso,republican,136210,203420,0.669599842690001
2018,Wyoming,WY,statewide,False,Gary Trauner,democrat,61227,203420,0.30098810343132437
2018,Wyoming,WY,statewide,False,Joseph Porambo,other,5658,203420,0.02781437420116016
2018,Wyoming,WY,statewide,False,,other,325,203420,0.001597679677514502
