year,congressional_district,state,state_abbreviation,district_number,special_election,candidate,party,candidate_votes,total_votes,candidate_percent
2016,NY-25,New York,NY,25,False,Louise McIntosh Slaughter,other,10195,336386,0.030307444423965324
2016,NY-25,New York,NY,25,False,Mark W. Assini,other,20883,336386,0.06208046708245884
2016,NY-25,New York,NY,25,False,Mark W. Assini,other,1071,336386,0.003183842371561242
2016,NY-25,New York,NY,25,False,Blank Vote,other,10451,336386,0.031068474906803492
2016,NY-25,New York,NY,25,False,Louise McIntosh Slaughter,democrat,168660,336386,0.501388286076115
2016,NY-25,New York,NY,25,False,Void Vote,other,104,336386,0.0003091686336530058
2016,NY-25,New York,NY,25,False,Mark W. Assini,other,6856,336386,0.02038134761850969
2016,NY-25,New York,NY,25,False,Scatter,other,231,336386,0.0006867110997485032
2016,NY-25,New York,NY,25,False,Mark W. Assini,republican,113840,336386,0.33842074283709783
2016,NY-25,New York,NY,25,False,Louise McIntosh Slaughter,other,4095,336386,0.012173514950087103
2016,NY-26,New York,NY,26,False,scatter,other,13,310819,4.182498495909195e-05
2016,NY-26,New York,NY,26,False,Shelly Schratz,other,16447,310819,0.052915040586321946
2016,NY-26,New York,NY,26,False,Shelly Schratz,republican,56930,310819,0.1831612610554696
2016,NY-26,New York,NY,26,False,Blank Votes,other,22140,310819,0.07123116669186891
2016,NY-26,New York,NY,26,False,Brian Higgins,other,16138,310819,0.05192089286690968
2016,NY-26,New York,NY,26,False,Brian Higgins,other,3829,310819,0.012319066723720237
2016,NY-26,New York,NY,26,False,Brian Higgins,democrat,195322,310819,0.6284107470907505
2016,NY-27,New York,NY,27,False,Chris Collins,republican,175509,354426,0.49519222630393933
2016,NY-27,New York,NY,27,False,Chris Collins,other,1089,354426,0.003072573682517648
2016,NY-27,New York,NY,27,False,Void Vote,other,35,354426,9.875122028293636e-05
2016,NY-27,New York,NY,27,False,scatter,other,92,354426,0.00025957463617228986
2016,NY-27,New York,NY,27,False,Blank Vote,other,25582,354426,0.0721786776365165
2016,NY-27,New York,NY,27,False,Chris Collins,other,34292,354426,0.09675362416978438
2016,NY-27,New York,NY,27,False,Diana K. Kastenbaum,democrat,107832,354426,0.30424404530141697
2016,NY-27,New York,NY,27,False,Chris Collins,other,9995,354426,0.028200527049369966
2016,NC-1,North Carolina,NC,1,False,G. K. Butterfield,democrat,240661,350699,0.6862323531005221
2016,NC-1,North Carolina,NC,1,False,J. J. Summerell,other,8471,350699,0.024154616922203942
2016,NC-1,North Carolina,NC,1,False,H. Powell Dew Jr.,republican,101567,350699,0.28961302997727395
2016,NC-2,North Carolina,NC,2,False,John P. McNeil,democrat,169082,390567,0.4329141991002824
2016,NC-2,North Carolina,NC,2,False,George Holding,republican,221485,390567,0.5670858008997176
2016,NC-3,North Carolina,NC,3,False,Walter B. Jones,republican,217531,323701,0.6720121346551293
2016,NC-3,North Carolina,NC,3,False,Ernest T. Reeves,democrat,106170,323701,0.32798786534487073
2016,NC-4,North Carolina,NC,4,False,David E. Price,democrat,279380,409541,0.6821783411184716
2016,NC-4,North Carolina,NC,4,False,Sue Googe,republican,130161,409541,0.31782165888152836
2016,NC-5,North Carolina,NC,5,False,Virginia Foxx,republican,207625,355512,0.5840168545646842
2016,NC-5,North Carolina,NC,5,False,Josh Brannon,democrat,147887,355512,0.41598314543531584
2016,NC-6,North Carolina,NC,6,False,Mark Walker,republican,207983,351150,0.5922910437135127
2016,NC-6,North Carolina,NC,6,False,Pete Glidewell,democrat,143167,351150,0.40770895628648723
2016,NC-7,North Carolina,NC,7,False,J. Wesley Casteen,democrat,135905,347706,0.39086182004337
2016,NC-7,North Carolina,NC,7,False,David Rouzer,republican,211801,347706,0.60913817995663
2016,NC-8,North Carolina,NC,8,False,Richard Hudson,republican,189863,323045,0.587729263724868
2016,NC-8,North Carolina,NC,8,False,Thomas Mills,democrat,133182,323045,0.41227073627513194
2016,NC-9,North Carolina,NC,9,False,Christian Cano,democrat,139041,332493,0.41817722478367964
2016,NC-9,North Carolina,NC,9,False,Robert Pittenger,republican,193452,332493,0.5818227752163203
2016,NC-10,North Carolina,NC,10,False,Andy Millard,democrat,128919,349744,0.36860961160162864
2016,NC-10,North Carolina,NC,10,False,Patrick T. McHenry,republican,220825,349744,0.6313903883983714
2016,NC-11,North Carolina,NC,11,False,Mark Meadows,republican,230405,359508,0.6408897715767103
2016,NC-11,North Carolina,NC,11,False,Rick Bryson,democrat,129103,359508,0.3591102284232896
2016,NC-12,North Carolina,NC,12,False,Alma S. Adams,democrat,234115,349300,0.6702404809619239
2016,NC-12,North Carolina,NC,12,False,Leon Threatt,republican,115185,349300,0.32975951903807615
2016,NC-13,North Carolina,NC,13,False,Ted Budd,republican,199443,355492,0.5610337222778572
2016,NC-13,North Carolina,NC,13,False,Bruce Davis,democrat,156049,355492,0.4389662777221428
2016,ND-0,North Dakota,ND,0,False,,other,574,338459,0.0016959218103226683
2016,ND-0,North Dakota,ND,0,False,Chase Iron Eyes,democrat,80377,338459,0.2374792810946082
2016,ND-0,North Dakota,ND,0,False,Jack Seaman,other,23528,338459,0.06951506681754659
2016,ND-0,North Dakota,ND,0,False,Kevin Cramer,republican,233980,338459,0.6913097302775225
2016,OH-1,Ohio,OH,1,False,Steve Chabot,republican,210014,354788,0.5919422302896378
2016,OH-1,Ohio,OH,1,False,,other,16,354788,4.509735391275917e-05
2016,OH-1,Ohio,OH,1,False,Michele Young,democrat,144644,354788,0.40769135370982107
2016,OH-1,Ohio,OH,1,False,,other,114,354788,0.0003213186466284091
2016,OH-2,Ohio,OH,2,False,Brad R. Wenstrup,republican,221193,340279,0.6500342366117215
2016,OH-2,Ohio,OH,2,False,,other,7392,340279,0.021723350544700086
2016,OH-2,Ohio,OH,2,False,William R. Smith,democrat,111694,340279,0.32824241284357836
2016,OH-3,Ohio,OH,3,False,Joyce Beatty,democrat,199791,291351,0.6857398807623794
2016,OH-3,Ohio,OH,3,False,John Adams,republican,91560,291351,0.3142601192376206
2016,OH-4,Ohio,OH,4,False,Jim Jordan,republican,210227,309208,0.6798886186644588
2016,OH-4,Ohio,OH,4,False,Janet Garrett,democrat,98981,309208,0.3201113813355411
2016,OH-5,Ohio,OH,5,False,James Neu Jr.,democrat,100392,344991,0.29099889562336406
2016,OH-5,Ohio,OH,5,False,Robert E. Latta,republican,244599,344991,0.7090011043766359
2016,OH-6,Ohio,OH,6,False,Michael L. Lorentz,democrat,88780,302755,0.2932404089114961
2016,OH-6,Ohio,OH,6,False,Bill Johnson,republican,213975,302755,0.706759591088504
2016,OH-7,Ohio,OH,7,False,Roy Rich,democrat,89638,309553,0.2895723834044574
2016,OH-7,Ohio,OH,7,False,Bob Gibbs,republican,198221,309553,0.6403459181464887
2016,OH-7,Ohio,OH,7,False,Dan Phillip,other,21694,309553,0.07008169844905396
2016,OH-8,Ohio,OH,8,False,Warren Davidson,republican,223833,325506,0.6876463106670845
2016,OH-8,Ohio,OH,8,False,Derrick James Hendricks,other,13879,325506,0.04263823093890742
2016,OH-8,Ohio,OH,8,False,Steven Fought,democrat,87794,325506,0.2697154583940081
2016,OH-9,Ohio,OH,9,False,Marcy Kaptur,democrat,193966,282398,0.6868533063265321
2016,OH-9,Ohio,OH,9,False,,other,5,282398,1.770550782937556e-05
2016,OH-9,Ohio,OH,9,False,Donald P. Larson,republican,88427,282398,0.31312898816563856
2016,OH-10,Ohio,OH,10,False,Michael R. Turner,republican,215724,336602,0.640887457590864
2016,OH-10,Ohio,OH,10,False,Tom McMasters,other,10890,336602,0.03235274894385654
2016,OH-10,Ohio,OH,10,False,Robert Klepinger,democrat,109981,336602,0.3267389973915782
2016,OH-10,Ohio,OH,10,False,,other,7,336602,2.0796073701285196e-05
2016,OH-11,Ohio,OH,11,False,Beverly A. Goldstein,republican,59769,302686,0.1974620563884686
2016,OH-11,Ohio,OH,11,False,Marcia L. Fudge,democrat,242917,302686,0.8025379436115314
2016,OH-12,Ohio,OH,12,False,Patrick J. Tiberi,republican,251266,377534,0.6655453548554567
2016,OH-12,Ohio,OH,12,False,Ed Albertson,democrat,112638,377534,0.2983519365143272
2016,OH-12,Ohio,OH,12,False,Joe Manchik,other,13474,377534,0.03568950081317179
2016,OH-12,Ohio,OH,12,False,,other,156,377534,0.0004132078170442927
2016,OH-13,Ohio,OH,13,False,Tim Ryan,democrat,208610,308004,0.6772963987480682
2016,OH-13,Ohio,OH,13,False,Richard A. Morckel,republican,99377,308004,0.3226484071635433
2016,OH-13,Ohio,OH,13,False,,other,17,308004,5.519408838846249e-05
2016,OH-14,Ohio,OH,14,False,David P. Joyce,republican,219191,350269,0.6257790441061013
2016,OH-14,Ohio,OH,14,False,Michael Wager,democrat,130907,350269,0.37373275967898956
2016,OH-14,Ohio,OH,14,False,,other,171,350269,0.00048819621490911274
2016,OH-15,Ohio,OH,15,False,Scott Wharton,democrat,113960,336807,0.33835401283227484
2016,OH-15,Ohio,OH,15,False,Steve Stivers,republican,222847,336807,0.6616459871677252
2016,OH-16,Ohio,OH,16,False,Keith Mundy,democrat,119830,345624,0.3467062472513483
2016,OH-16,Ohio,OH,16,False,James B. Renacci,republican,225794,345624,0.6532937527486518
2016,OK-1,Oklahoma,OK,1,False,Jim Bridenstine,republican,1,1,1.0
2016,OK-2,Oklahoma,OK,2,False,Joshua Harris-Till,democrat,62387,268870,0.23203406850894484
2016,OK-2,Oklahoma,OK,2,False,Markwayne Mullin,republican,189839,268870,0.7060624093428051
2016,OK-2,Oklahoma,OK,2,False,John McCarthy,other,16644,268870,0.06190352214825008
2016,OK-3,Oklahoma,OK,3,False,Frankie Robbins,democrat,63090,290615,0.21709134077731707
2016,OK-3,Oklahoma,OK,3,False,Frank D. Lucas,republican,227525,290615,0.7829086592226829
2016,OK-4,Oklahoma,OK,4,False,Tom Cole,republican,204143,293189,0.6962846491512301
2016,OK-4,Oklahoma,OK,4,False,Sevier White,other,12574,293189,0.04288701144995208
2016,OK-4,Oklahoma,OK,4,False,Christina Owen,democrat,76472,293189,0.26082833939881783
2016,OK-5,Oklahoma,OK,5,False,Zachary Knight,other,17113,280570,0.060993691413907404
2016,OK-5,Oklahoma,OK,5,False,Steve Russell,republican,160184,280570,0.5709234772071141
2016,OK-5,Oklahoma,OK,5,False,Al McAffrey,democrat,103273,280570,0.3680828313789785
2016,OR-1,Oregon,OR,1,False,Suzanne Bonamici,democrat,225391,378095,0.5961226675835438
2016,OR-1,Oregon,OR,1,False,Kyle Sheahan,other,12257,378095,0.032417778600616245
2016,OR-1,Oregon,OR,1,False,Other,other,691,378095,0.001827583014850765
2016,OR-1,Oregon,OR,1,False,Brian J. Heinrich,republican,139756,378095,0.3696319708009892
2016,OR-2,Oregon,OR,2,False,Greg Walden,republican,272952,380739,0.716900553922766
2016,OR-2,Oregon,OR,2,False,Other,other,1147,380739,0.003012562411520753
2016,OR-2,Oregon,OR,2,False,"James """"Jim"""" Crary",democrat,106640,380739,0.28008688366571327
2016,OR-3,Oregon,OR,3,False,David Delk,other,27978,382355,0.07317283676164821
2016,OR-3,Oregon,OR,3,False,Earl Blumenauer,democrat,274687,382355,0.7184082854938474
2016,OR-3,Oregon,OR,3,False,Other,other,1536,382355,0.004017209138104641
2016,OR-3,Oregon,OR,3,False,David W. Walker,other,78154,382355,0.2044016686063998
2016,OR-4,Oregon,OR,4,False,Gil Guthrie,other,6527,397568,0.016417317289117838
2016,OR-4,Oregon,OR,4,False,Art Robinson,republican,157743,397568,0.39676986075338055
2016,OR-4,Oregon,OR,4,False,Other,other,476,397568,0.0011972794591113972
2016,OR-4,Oregon,OR,4,False,Mike Beilstein,other,12194,397568,0.030671482614294913
2016,OR-4,Oregon,OR,4,False,Peter A. DeFazio,democrat,220628,397568,0.5549440598840953
2016,OR-5,Oregon,OR,5,False,Kurt Schrader,democrat,199505,373108,0.5347111292172776
2016,OR-5,Oregon,OR,5,False,Marvin Sandnes,other,12542,373108,0.03361493186959272
2016,OR-5,Oregon,OR,5,False,Other,other,618,373108,0.0016563568725409266
2016,OR-5,Oregon,OR,5,False,Colm Willis,republican,160443,373108,0.43001758204058876
2016,PA-1,Pennsylvania,PA,1,False,Robert A. Brady,democrat,245791,299010,0.8220159860874219
2016,PA-1,Pennsylvania,PA,1,False,Deborah Williams,republican,53219,299010,0.17798401391257818
2016,PA-2,Pennsylvania,PA,2,False,Dwight Evans,democrat,322514,357645,0.9017713095387885
2016,PA-2,Pennsylvania,PA,2,False,James A. Jones,republican,35131,357645,0.09822869046121153
2016,PA-3,Pennsylvania,PA,3,False,Mike Kelly,republican,244893,244893,1.0
2016,PA-4,Pennsylvania,PA,4,False,Joshua Burkholder,democrat,113372,334000,0.339437125748503
2016,PA-4,Pennsylvania,PA,4,False,Scott Perry,republican,220628,334000,0.660562874251497
2016,PA-5,Pennsylvania,PA,5,False,Glenn Thompson,republican,206761,307843,0.671644312198101
2016,PA-5,Pennsylvania,PA,5,False,Kerith Strano Taylor,democrat,101082,307843,0.328355687801899
2016,PA-6,Pennsylvania,PA,6,False,Mike Parrish,democrat,155000,362469,0.4276227760167076
2016,PA-6,Pennsylvania,PA,6,False,Ryan A. Costello,republican,207469,362469,0.5723772239832924
2016,PA-7,Pennsylvania,PA,7,False,Mary Ellen Balchunis,democrat,153824,379502,0.4053311972005418
2016,PA-7,Pennsylvania,PA,7,False,Patrick Meehan,republican,225678,379502,0.5946688027994582
2016,PA-8,Pennsylvania,PA,8,False,Steve Santarsiero,democrat,173555,380818,0.45574263821563055
2016,PA-8,Pennsylvania,PA,8,False,Brian Fitzpatrick,republican,207263,380818,0.5442573617843695
2016,PA-9,Pennsylvania,PA,9,False,Art Halvorson,democrat,107985,294565,0.36659141445860843
2016,PA-9,Pennsylvania,PA,9,False,Bill Shuster,republican,186580,294565,0.6334085855413916
2016,PA-10,Pennsylvania,PA,10,False,Mike Molesevich,democrat,89823,301105,0.29831122033842017
2016,PA-10,Pennsylvania,PA,10,False,Tom Marino,republican,211282,301105,0.7016887796615798
2016,PA-11,Pennsylvania,PA,11,False,Mike Marsicano,democrat,113800,313221,0.3633217440720769
2016,PA-11,Pennsylvania,PA,11,False,Lou Barletta,republican,199421,313221,0.636678255927923
2016,PA-12,Pennsylvania,PA,12,False,Keith J. Rothfus,republican,221851,359204,0.6176184006859612
2016,PA-12,Pennsylvania,PA,12,False,Erin R. McClelland,democrat,137353,359204,0.3823815993140388
2016,PA-13,Pennsylvania,PA,13,False,Brendan F. Boyle,democrat,239316,239316,1.0
2016,PA-14,Pennsylvania,PA,14,False,Michael F. Doyle,democrat,255293,343292,0.7436613728254664
2016,PA-14,Pennsylvania,PA,14,False,Lenny McAllister,republican,87999,343292,0.25633862717453365
2016,PA-15,Pennsylvania,PA,15,False,Rick Daugherty,democrat,124129,326474,0.38021098157893124
2016,PA-15,Pennsylvania,PA,15,False,Paul Rizzo,other,11727,326474,0.03592016515863438
2016,PA-15,Pennsylvania,PA,15,False,Charles W. Dent,republican,190618,326474,0.5838688532624344
2016,PA-16,Pennsylvania,PA,16,False,Christina Hartman,democrat,134586,313773,0.42892791922823187
2016,PA-16,Pennsylvania,PA,16,False,Shawn Patrick House,other,10518,313773,0.033521048656194125
2016,PA-16,Pennsylvania,PA,16,False,Lloyd K. Smucker,republican,168669,313773,0.537551032115574
2016,PA-17,Pennsylvania,PA,17,False,Matt Cartwright,democrat,157734,293164,0.5380401413543273
2016,PA-17,Pennsylvania,PA,17,False,Matt Connolly,republican,135430,293164,0.46195985864567274
2016,PA-18,Pennsylvania,PA,18,False,Tim Murphy,republican,293684,293684,1.0
2016,RI-1,Rhode Island,RI,1,False,David N. Cicilline,democrat,130534,202371,0.6450232493786165
2016,RI-1,Rhode Island,RI,1,False,,other,814,202371,0.004022315450336263
2016,RI-1,Rhode Island,RI,1,False,Harold Russell Taub,republican,71023,202371,0.35095443517104724
2016,RI-2,Rhode Island,RI,2,False,,other,544,229148,0.0023740115558503676
2016,RI-2,Rhode Island,RI,2,False,Jeffrey C. Johnson,other,16253,229148,0.07092795922286034
2016,RI-2,Rhode Island,RI,2,False,Rhue R. Reis,republican,70301,229148,0.3067929896835233
2016,RI-2,Rhode Island,RI,2,False,Salvatore G. Caiozzo,other,8942,229148,0.03902281494929041
2016,RI-2,Rhode Island,RI,2,False,James R. Langevin,democrat,133108,229148,0.5808822245884756
2016,SC-1,South Carolina,SC,1,False,,other,593,325170,0.0018236614693852447
2016,SC-1,South Carolina,SC,1,False,Dimitri Cherny,other,5757,325170,0.017704585293846296
2016,SC-1,South Carolina,SC,1,False,Dimitri Cherny,other,3483,325170,0.010711320232493772
2016,SC-1,South Carolina,SC,1,False,Albert Travison,other,2774,325170,0.008530922286803825
2016,SC-1,South Carolina,SC,1,False,Michael Grier Jr.,other,11614,325170,0.03571670203278285
2016,SC-1,South Carolina,SC,1,False,Mark Sanford,republican,190410,325170,0.585570624596365
2016,SC-1,South Carolina,SC,1,False,Dimitri Cherny,democrat,110539,325170,0.33994218408832305
2016,SC-2,South Carolina,SC,2,False,,other,354,304996,0.0011606709596191425
2016,SC-2,South Carolina,SC,2,False,Arik Bjorn,other,4146,304996,0.01359362089994623
2016,SC-2,South Carolina,SC,2,False,Arik Bjorn,democrat,105306,304996,0.3452701019029758
2016,SC-2,South Carolina,SC,2,False,Joe Wilson,republican,183746,304996,0.6024538026728219
2016,SC-2,South Carolina,SC,2,False,Eddie McCain,other,11444,304996,0.03752180356463691
2016,SC-3,South Carolina,SC,3,False,Hosea Cleveland,democrat,72933,269540,0.2705832158492246
2016,SC-3,South Carolina,SC,3,False,Jeff Duncan,republican,196325,269540,0.7283705572456778
2016,SC-3,South Carolina,SC,3,False,,other,282,269540,0.0010462269050975736
2016,SC-4,South Carolina,SC,4,False,Michael Chandler,other,5103,295670,0.01725910643622958
2016,SC-4,South Carolina,SC,4,False,Trey Gowdy,republican,198648,295670,0.6718571380255014
2016,SC-4,South Carolina,SC,4,False,,other,243,295670,0.0008218622112490276
2016,SC-4,South Carolina,SC,4,False,Chris Fedalei,democrat,91676,295670,0.31006189332702
2016,SC-5,South Carolina,SC,5,False,,other,177,273006,0.00064833739917804
2016,SC-5,South Carolina,SC,5,False,Rudy Barnes Jr.,other,5388,273006,0.019735829981758643
2016,SC-5,South Carolina,SC,5,False,Fran Person,democrat,105772,273006,0.3874347083946873
2016,SC-5,South Carolina,SC,5,False,Mick Mulvaney,republican,161669,273006,0.5921811242243761
2016,SC-6,South Carolina,SC,6,False,James E. Clyburn,democrat,177947,253901,0.7008519068455815
2016,SC-6,South Carolina,SC,6,False,,other,225,253901,0.0008861721694676272
2016,SC-6,South Carolina,SC,6,False,Laura Sterling,republican,70099,253901,0.2760879240333831
2016,SC-6,South Carolina,SC,6,False,Prince Charles Mallory,other,2499,253901,0.009842418895553779
2016,SC-6,South Carolina,SC,6,False,Rich Piotrowski,other,3131,253901,0.012331578056013958
2016,SC-7,South Carolina,SC,7,False,Mal Hyman,other,6747,289463,0.023308678483951316
2016,SC-7,South Carolina,SC,7,False,,other,251,289463,0.0008671229138093642
2016,SC-7,South Carolina,SC,7,False,Tom Rice,republican,176468,289463,0.6096392285024338
2016,SC-7,South Carolina,SC,7,False,Mal Hyman,democrat,103454,289463,0.35739973675392017
2016,SC-7,South Carolina,SC,7,False,Mal Hyman,other,2543,289463,0.008785233345885312
2016,SD-0,South Dakota,SD,0,False,Kristi L. Noem,republican,237163,369973,0.6410278587896955
2016,SD-0,South Dakota,SD,0,False,Paula Hawks,democrat,132810,369973,0.3589721412103045
2016,TN-1,Tennessee,TN,1,False,Robert D. Franklin,other,15702,253025,0.06205710898132596
2016,TN-1,Tennessee,TN,1,False,,other,6,253025,2.3713071830846753e-05
2016,TN-1,Tennessee,TN,1,False,Alan Bohms,democrat,39024,253025,0.1542298191878273
2016,TN-1,Tennessee,TN,1,False,David P. Roe,republican,198293,253025,0.7836893587590159
2016,TN-2,Tennessee,TN,2,False,Stuart Starr,democrat,68401,280856,0.24354473466829976
2016,TN-2,Tennessee,TN,2,False,John J. Duncan JR.,republican,212455,280856,0.7564552653317003
2016,TN-3,Tennessee,TN,3,False,Cassandra Mitchell,other,5075,266006,0.019078517025931746
